          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  11385 K
     model number =   30   age (yrs) =  3.73462E+08   l/l sun =  2.68497E-03
     number of points in model = 436   r/r sun =  1.34387E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0591        66.3412        0.3051
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  1  109.725  109.367    47.6613   0.65090E+00      1      1      1   52.984   0.485
     1  1  187.758  190.080    46.1064  -0.99818E+00      0      1      1   48.224   1.000
     1  3  270.779  270.664    45.8785   0.28280E+00      3      3      3   50.024   0.460
     1  4  308.826  308.845    45.5992  -0.28598E-02      4      4      4   49.144   0.442
     1  5  357.360  357.444    45.0264  -0.50192E-01      5      5      5   48.793   0.469
     1  6  405.777  405.586    44.8300  -0.13655E-01      6      6      6   47.820   0.416
     1  7  433.774  433.882    44.7267   0.18303E-02      7      7      7   47.488   0.401
     1  8  475.060  475.336    44.2337   0.54138E-02      8      8      8   47.901   0.478
     1  9  524.602  524.650    43.9772  -0.85569E-03      9      9      9   47.862   0.485
     1 10  572.126  572.036    43.7900  -0.20369E-02     10     10     10   47.534   0.482
     1 11  616.130  615.873    43.6819  -0.47202E-04     11     11     11   47.084   0.472
     1 12  653.667  653.520    43.5878   0.94487E-03     12     12     12   46.847   0.469
     1 13  693.730  693.979    43.3891   0.53354E-03     13     13     13   46.959   0.483
     1 14  740.004  740.215    43.2192  -0.44267E-03     14     14     14   47.052   0.490
     1 15  787.477  787.350    43.1023  -0.67652E-03     15     15     15   46.935   0.491
     1 16  833.146  832.939    43.0374  -0.42521E-03     16     16     16   46.659   0.489
     1 17  874.698  874.406    43.0138  -0.27144E-03     17     17     17   46.390   0.485
     1 18  914.200  914.233    42.9469  -0.22732E-03     18     18     18   46.350   0.488
     1 19  957.291  957.491    42.8569  -0.17186E-03     19     19     19   46.465   0.493
     1 20 1003.933 1003.930    42.8122  -0.79793E-04     20     20     20   46.497   0.495
     1 21 1051.486 1051.397    42.8106  -0.17224E-05     21     21     21   46.349   0.494
     1 22 1096.435 1096.027    42.8514   0.43182E-04     22     22     22   46.073   0.492
     1 23 1136.821 1136.524    42.8876   0.45886E-04     23     23     23   45.915   0.491
     1 24 1178.709 1178.882    42.8547   0.12560E-04     24     24     24   46.004   0.494
     1 25 1225.265 1225.350    42.8472  -0.22165E-04     25     25     25   46.094   0.496
     1 26 1273.342 1273.256    42.8749  -0.48611E-04     26     26     26   46.026   0.496
     1 27 1319.942 1319.667    42.9284  -0.83010E-04     27     27     27   45.826   0.495
     1 28 1363.232 1362.776    42.9921  -0.93983E-04     28     28     28   45.637   0.494
     1 29 1405.347 1405.260    43.0117  -0.82702E-04     29     29     29   45.619   0.495
     1 30 1450.276 1450.393    43.0127  -0.68775E-04     30     30     30   45.708   0.496
     1 31 1497.817 1497.799    43.0385  -0.42836E-04     31     31     31   45.733   0.497
     2  1   63.430   63.218    47.0383  -0.27598E-01      1      1      1   52.242   0.153
     2  2  126.988  127.990    46.2333  -0.44380E-02      2      2      2   51.052   0.153
     2  3  157.617  157.713    45.8269  -0.26008E-02      3      3      3   49.851   0.138
     2  4  181.214  181.243    45.5579  -0.20050E-02      4      4      4   49.177   0.125
     2  5  208.383  208.556    44.9909  -0.14966E-02      5      5      5   49.062   0.148
     2  6  239.884  239.894    44.6078  -0.98137E-03      6      6      6   48.549   0.150
     2  7  268.908  268.882    44.3033  -0.65325E-03      7      7      7   47.749   0.139
     2  8  291.596  291.439    44.2646  -0.49855E-03      8      8      8   46.936   0.100
     2  9  310.908  311.000    44.0063  -0.41099E-03      9      9      9   46.847   0.125
     2 10  336.208  336.355    43.7466  -0.32775E-03     10     10     10   46.958   0.150
     2 11  363.924  363.938    43.5513  -0.25900E-03     11     11     11   46.848   0.155
     2 12  391.398  391.301    43.4074  -0.20839E-03     12     12     12   46.524   0.153
     2 13  416.984  416.871    43.3350  -0.17454E-03     13     13     13   46.077   0.147
     2 14  439.275  439.221    43.2593  -0.15247E-03     14     14     14   45.829   0.145
     2 15  462.826  462.927    43.1027  -0.13378E-03     15     15     15   45.873   0.154
     2 16  489.146  489.282    42.9840  -0.11664E-03     16     16     16   45.902   0.159
     2 17  516.333  516.302    42.9095  -0.10220E-03     17     17     17   45.775   0.160
     2 18  543.009  542.900    42.8752  -0.90617E-04     18     18     18   45.501   0.158
     2 19  567.613  567.443    42.8927  -0.81620E-04     19     19     19   45.187   0.155
     2 20  590.449  590.471    42.8796  -0.74396E-04     20     20     20   45.081   0.156
     2 21  615.386  615.548    42.8197  -0.67529E-04     21     21     21   45.171   0.161
     2 22  642.659  642.670    42.7983  -0.61040E-04     22     22     22   45.182   0.162
     2 23  670.310  670.276    42.8216  -0.55385E-04     23     23     23   45.007   0.162
     2 24  696.502  696.349    42.8827  -0.50768E-04     24     24     24   44.714   0.160
     2 25  720.394  720.241    42.9302  -0.47069E-04     25     25     25   44.531   0.160
     2 26  744.885  744.975    42.9151  -0.43700E-04     26     26     26   44.565   0.162
     2 27  771.609  771.726    42.9166  -0.40452E-04     27     27     27   44.617   0.163
     2 28  799.277  799.283    42.9499  -0.37474E-04     28     28     28   44.544   0.163
     2 29  826.515  826.421    43.0031  -0.34851E-04     29     29     29   44.351   0.163
     2 30  852.135  851.929    43.0710  -0.32629E-04     30     30     30   44.133   0.162
     2 31  876.574  876.560    43.1091  -0.30698E-04     31     31     31   44.056   0.162
     2 32  902.304  902.457    43.1114  -0.28834E-04     32     32     32   44.119   0.164
     2 33  929.820  929.861    43.1313  -0.27021E-04     33     33     33   44.144   0.164
     2 33  957.817  957.800    43.1806  -0.25349E-04     34     34     33   44.028   0.164
     2 35  984.652  984.504    43.2557  -0.23889E-04     35     35     35   43.806   0.164
     2 36 1009.480 1009.337    43.3173  -0.22655E-04     36     36     36   43.662   0.163
     2 36 1034.673 1034.765    43.3228  -0.21506E-04     37     37     36   43.703   0.164
     2 38 1061.877 1062.002    43.3382  -0.20365E-04     38     38     38   43.763   0.165
     2 38 1089.926 1089.948    43.3840  -0.19285E-04     39     39     38   43.701   0.165
     2 39 1117.323 1117.245    43.4472  -0.18312E-04     40     40     39   43.531   0.164
     2 40 1143.113 1142.930    43.5111  -0.17461E-04     41     41     40   43.369   0.164
     2 41 1168.287 1168.271    43.5438  -0.16683E-04     42     42     41   43.336   0.164
     2 40 1194.733 1194.894    43.5598  -0.15920E-04     43     43     40   43.391   0.165
     2 42 1222.449 1222.518    43.5887  -0.15172E-04     44     44     42   43.400   0.165
     2 43 1250.348 1250.310    43.6369  -0.14471E-04     45     45     43   43.298   0.165
     2 43 1277.161 1277.017    43.7045  -0.13845E-04     46     46     43   43.124   0.165
     2 43 1302.461 1302.337    43.7599  -0.13292E-04     47     47     43   43.023   0.165
     2 44 1328.211 1328.300    43.7729  -0.12763E-04     48     48     44   43.067   0.165
     2 45 1355.656 1355.789    43.7917  -0.12237E-04     49     49     45   43.121   0.165
     2 45 1383.761 1383.762    43.8366  -0.11733E-04     50     50     45   43.062   0.165
     2 46 1411.101 1410.997    43.9029  -0.11271E-04     51     51     46   42.906   0.165
     2 47 1436.899 1436.740    43.9610  -0.10859E-04     52     52     47   42.780   0.165
     2 48 1462.489 1462.474    43.9854  -0.10472E-04     53     53     48   42.783   0.165
     2 48 1489.400 1489.547    44.0062  -0.10085E-04     54     54     48   42.836   0.166
