          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  10501 K
     model number =   32   age (yrs) =  4.00792E+08   l/l sun =  2.52908E-03
     number of points in model = 449   r/r sun =  1.53311E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0478        60.7811        0.2442
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  1  103.141  103.139    44.9406  -0.14854E+00      1      1      1   51.573   0.448
     1  2  170.548  170.440    46.1016  -0.33829E-01      2      4      2   50.798   0.436
     1  3  222.047  222.414    46.6652  -0.43025E-01      3      7      3   51.389   0.479
     1  4  281.185  281.218    46.2582  -0.69959E-01      4      6      4   50.979   0.487
     1  5  335.314  333.683    45.7964  -0.48365E-01      5      7      5   50.229   0.484
     1  6  367.717  364.752    45.4702  -0.28459E-01      6      8      6   49.481   0.473
     1  7  403.670  404.479    45.3603  -0.15184E-01      7      9      7   49.739   0.490
     1  8  450.075  451.079    45.0331  -0.88384E-02      8     10      8   49.729   0.494
     1  9  500.245  500.820    44.7898  -0.14370E-02      9     11      9   47.905   0.481
     1 10  505.170  505.181    46.0194  -0.57107E-03     10     10     10   46.868   0.340
     1 11  550.488  551.024    44.4865   0.54108E-02     11     11     11   49.994   0.497
     1 12  602.406  602.677    44.2923   0.24245E-02     12     16     12   50.573   0.497
     1 13  653.425  653.624    44.1494  -0.43151E-02     13     19     13   50.634   0.498
     1 14  704.701  704.614    44.0276  -0.60266E-02     14     18     14   50.344   0.498
     1 15  754.614  753.737    43.9531  -0.49872E-02     15     19     15   49.557   0.498
     1 16  798.477  794.534    44.1070  -0.20600E-02     16     18     16   47.819   0.494
     1 17  817.308  817.108    44.9160  -0.19017E-03     17     19     17   45.998   0.442
     1 18  823.815  821.346    44.2154   0.51775E-03     18     18     18   46.790   0.487
     1 19  865.290  865.621    43.8155   0.53466E-02     19     19     19   49.384   0.498
     1 20  915.749  916.114    43.7556   0.10015E-01     20     22     20   50.451   0.499
     1 21  967.296  967.734    43.7360   0.10786E-01     21     23     21   50.911   0.499
     1 22 1019.220 1019.475    43.7306   0.80898E-02     22     24     22   50.991   0.499
     1 23 1071.643 1071.869    43.7366   0.36299E-02     23     27     23   50.649   0.499
     1 24 1124.252 1124.339    43.7556   0.18196E-03     24     28     24   49.142   0.499
     1 25 1136.815 1136.435    47.7385  -0.74306E-04     25     27     25   45.363   0.467
     1 26 1176.610 1176.317    43.7994   0.82239E-03     26     28     26   49.685   0.499
     1 27 1220.684 1215.658    44.2595   0.43376E-02     27     29     27   49.109   0.498
     1 28 1237.522 1235.318    44.0486   0.61597E-02     28     30     28   49.464   0.498
     1 29 1285.855 1285.984    43.8720   0.11114E-01     29     31     29   50.905   0.499
     1 30 1338.845 1338.992    43.9033   0.12609E-01     30     34     30   51.441   0.500
     1 31 1392.556 1392.835    43.9459   0.93291E-02     31     33     31   51.406   0.500
     1 32 1446.578 1446.691    43.9938   0.15136E-02     32     34     32   50.071   0.500
     1 33 1457.154 1456.433    48.0472  -0.36851E-04     34     33     33   44.931   0.480
     2  1   60.118   60.131    48.9891  -0.33722E-01      1      1      1   51.284   0.119
     2  2  100.206  100.379    45.6623  -0.11069E-01      2      2      2   50.411   0.109
     2  3  128.595  128.834    46.6422  -0.68164E-02      3      5      3   51.022   0.146
     2  4  162.733  162.813    46.2346  -0.48252E-02      4      8      4   50.745   0.154
     2  5  194.239  193.464    45.7317  -0.33116E-02      5      7      5   50.125   0.153
     2  6  214.184  212.412    45.3290  -0.24198E-02      6     10      6   49.358   0.142
     2  7  233.624  234.029    45.3636  -0.18076E-02      7      9      7   49.706   0.157
     2  8  260.114  260.702    45.0315  -0.13550E-02      8     10      8   50.094   0.162
     2  9  289.185  289.593    44.7489  -0.10165E-02      9     11      9   50.164   0.163
     2 10  317.950  318.262    44.4860  -0.65535E-03     10     12     10   49.959   0.164
     2 11  347.916  348.075    44.2918  -0.37545E-03     11     15     11   49.132   0.164
     2 12  366.013  366.002    47.1993  -0.30932E-03     12     12     12   45.758   0.058
     2 13  377.391  377.517    44.1490  -0.29677E-03     13     15     13   48.565   0.164
     2 14  406.996  406.961    44.0267  -0.29928E-03     14     16     14   49.338   0.165
     2 15  435.863  435.400    43.9504  -0.31039E-03     15     19     15   49.189   0.164
     2 16  461.698  459.574    44.0729  -0.30974E-03     16     20     16   48.437   0.162
     2 17  475.766  474.130    44.1530  -0.29772E-03     17     19     17   48.274   0.162
     2 18  499.696  499.884    43.8171  -0.25538E-03     18     20     18   48.911   0.165
     2 19  528.789  529.003    43.7558  -0.17499E-03     19     21     19   48.840   0.166
     2 20  553.987  553.995    46.9990  -0.10236E-03     20     20     20   44.611   0.120
     2 21  558.545  558.800    43.7362  -0.90890E-04     21     21     21   47.628   0.166
     2 22  588.516  588.664    43.7307  -0.36129E-04     22     22     22   49.449   0.166
     2 23  618.779  618.911    43.7366  -0.23064E-04     23     27     23   49.855   0.166
     2 24  649.154  649.207    43.7556  -0.48902E-04     24     30     24   49.789   0.166
     2 25  679.396  679.238    43.7987  -0.79991E-04     25     29     25   49.189   0.166
     2 26  705.231  702.447    44.2280  -0.87125E-04     26     28     26   47.643   0.164
     2 27  714.776  713.374    44.0716  -0.83209E-04     27     29     27   47.576   0.165
     2 28  741.171  741.155    46.3221  -0.52735E-04     28     30     28   43.836   0.141
     2 30  773.034  773.119    43.9035   0.53487E-05     30     30     30   49.571   0.166
     2 30  773.034  773.119    43.9035   0.53487E-05     30     30     30   49.571   0.166
     2 31  804.040  804.202    43.9460   0.55206E-04     31     33     31   50.351   0.166
     2 32  835.228  835.294    43.9940   0.63609E-04     32     34     32   50.626   0.166
     2 33  866.462  866.524    44.0428   0.23965E-04     33     37     33   50.507   0.166
     2 34  897.665  897.746    44.0895  -0.17771E-04     34     38     34   49.858   0.166
     2 37  953.320  949.890    45.1343  -0.26307E-05     37     37     37   47.539   0.165
     2 37  961.607  961.255    44.2495   0.14252E-04     38     38     37   48.602   0.166
     2 39  992.453  992.521    44.2304   0.96072E-04     39     41     39   50.478   0.166
     2 39 1023.934 1023.953    44.2769   0.16268E-03     40     42     39   51.145   0.166
     2 40 1055.479 1055.584    44.3256   0.14814E-03     41     45     40   51.307   0.166
     2 40 1087.102 1087.173    44.3706   0.71235E-04     42     44     40   50.915   0.166
     2 42 1113.377 1113.367    44.0103  -0.21875E-04     43     44     42   42.773   0.155
     2 41 1118.822 1118.841    44.4144  -0.39283E-04     44     44     41   49.620   0.166
     2 42 1150.609 1150.698    44.4594  -0.88230E-04     45     47     42   51.094   0.166
     2 43 1182.341 1182.376    44.5086  -0.39074E-04     46     50     43   50.963   0.166
     2 45 1207.022 1203.460    45.9551   0.53908E-04     47     49     45   48.846   0.166
     2 44 1214.522 1214.397    44.5790   0.84533E-04     48     50     44   50.125   0.166
     2 45 1246.050 1246.148    44.5977   0.16211E-03     49     53     45   51.459   0.166
     2 46 1277.838 1277.881    44.6391   0.10280E-03     50     52     46   51.323   0.167
     2 47 1297.713 1297.681    43.3664  -0.15869E-04     51     52     47   42.381   0.158
     2 48 1309.733 1309.795    44.6840  -0.11317E-03     52     52     48   51.243   0.167
     2 49 1341.661 1341.770    44.7290  -0.35498E-03     53     55     49   52.488   0.167
     2 49 1373.501 1373.541    44.7720  -0.46597E-03     54     56     49   52.856   0.167
     2 49 1405.295 1405.362    44.8122  -0.40085E-03     55     59     49   52.782   0.167
     2 49 1437.140 1437.239    44.8548  -0.13326E-03     56     62     49   52.157   0.167
     2 50 1468.971 1468.907    44.9125   0.48657E-05     57     61     50   49.614   0.167
     2 50 1475.060 1471.441    46.6731  -0.89337E-07     58     60     50   47.343   0.166
     2 51 1479.657 1479.611    45.8384  -0.12105E-04     59     60     51   42.051   0.160
