          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  11385 K
     model number =   29   age (yrs) =  3.35583E+08   l/l sun =  3.40828E-03
     number of points in model = 436   r/r sun =  1.51410E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0497        48.5832        0.2551
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  1   58.844   59.766    43.9807  -0.55083E+00      1      1      1   51.186   0.469
     1  2  124.162  124.989    45.5520  -0.58291E+00      2      2      2   50.723   0.468
     1  3  167.580  167.882    46.1394  -0.48450E+00      3      3      3   50.532   0.477
     1  4  211.762  212.033    46.6265  -0.26401E+00      4      4      4   50.652   0.482
     1  5  249.859  249.834    46.4291  -0.74944E-01      5      5      5   50.319   0.486
     1  6  291.950  291.795    46.0492   0.22109E-01      6      6      6   50.041   0.487
     1  7  328.950  328.588    45.8039   0.23079E-01      7      7      7   49.387   0.484
     1  8  366.266  365.936    45.5457   0.70941E-02      8      8      8   48.586   0.469
     1  9  394.446  394.378    45.5828   0.13291E-02      9      9      9   47.704   0.392
     1 10  416.644  416.788    45.2479  -0.74083E-03     10     10     10   47.818   0.448
     1 11  449.858  449.664    44.9398  -0.27275E-02     11     11     11   48.196   0.486
     1 12  486.375  486.049    44.6786  -0.40552E-02     12     12     12   48.290   0.492
     1 13  522.588  522.231    44.4846  -0.39949E-02     13     13     13   48.140   0.492
     1 14  558.301  557.953    44.2986  -0.26673E-02     14     14     14   47.865   0.491
     1 15  592.429  592.203    44.1866  -0.15467E-02     15     15     15   47.402   0.484
     1 16  621.510  621.633    44.1490  -0.67908E-03     16     16     16   46.971   0.471
     1 17  647.602  647.521    44.0180   0.95064E-04     17     17     17   46.997   0.479
     1 18  679.267  678.958    43.8183   0.70805E-03     18     18     18   47.325   0.492
     1 19  714.579  714.164    43.6801   0.10296E-02     19     19     19   47.506   0.496
     1 20  750.846  750.548    43.5521   0.10213E-02     20     20     20   47.521   0.497
     1 21  787.659  787.585    43.4462   0.71745E-03     21     21     21   47.342   0.496
     1 21  823.185  823.206    43.3643   0.34666E-03     22     22     21   46.944   0.494
     1 23  853.946  853.974    43.4006  -0.18343E-04     23     23     23   46.374   0.484
     1 23  877.131  876.812    43.3315  -0.26128E-03     24     24     23   46.363   0.486
     1 24  908.282  908.033    43.1435  -0.48637E-03     25     25     24   46.860   0.496
     1 24  944.222  944.081    43.0419  -0.62835E-03     26     26     24   47.162   0.498
     1 25  981.613  981.491    42.9652  -0.61555E-03     27     27     25   47.221   0.499
     1 26 1018.873 1018.856    42.9076  -0.46189E-03     28     28     26   47.056   0.498
     1 26 1055.480 1055.535    42.8713  -0.26883E-03     29     29     26   46.622   0.497
     1 27 1086.151 1086.075    43.0156  -0.87054E-04     30     30     27   45.879   0.489
     1 28 1106.563 1106.196    42.9574   0.22540E-04     31     31     28   45.927   0.491
     1 28 1138.542 1138.416    42.7932   0.14532E-03     32     32     28   46.594   0.498
     1 28 1175.804 1175.824    42.7512   0.23372E-03     33     33     28   46.930   0.499
     1 29 1213.781 1213.730    42.7373   0.23295E-03     34     34     29   46.975   0.499
     1 29 1251.750 1251.709    42.7285   0.15288E-03     35     35     29   46.795   0.499
     1 30 1289.084 1289.180    42.7431   0.57889E-04     36     36     30   46.289   0.498
     1 30 1318.829 1318.663    42.9733  -0.33859E-04     37     37     30   45.469   0.491
     1 31 1338.427 1338.131    42.8614  -0.86060E-04     38     38     31   45.651   0.494
     1 31 1372.339 1372.237    42.7191  -0.15063E-03     39     39     31   46.380   0.499
     1 32 1410.389 1410.412    42.7420  -0.19812E-03     40     40     32   46.673   0.499
     1 32 1448.804 1448.871    42.7918  -0.18096E-03     41     41     32   46.690   0.499
     1 33 1487.325 1487.352    42.8005  -0.13539E-03     42     42     33   46.460   0.500
     2  2   72.235   72.544    45.3203  -0.26708E-02      2      2      2   51.084   0.135
     2  3   97.269   97.261    46.2870  -0.18940E-02      3      3      3   50.753   0.145
     2  4  122.669  122.786    46.7866  -0.25754E-02      4      4      4   50.636   0.150
     2  5  144.805  144.803    46.5492  -0.27282E-02      5      5      5   50.185   0.155
     2  6  169.108  169.037    46.0584  -0.23503E-02      6      6      6   49.970   0.157
     2  7  190.864  190.686    45.7662  -0.17948E-02      7      7      7   49.518   0.158
     2  8  213.385  213.245    45.4685  -0.12752E-02      8      8      8   49.114   0.158
     2  9  235.364  235.220    45.1994  -0.93179E-03      9      9      9   48.567   0.156
     2 10  256.187  255.978    44.9857  -0.71372E-03     10     10     10   47.912   0.150
     2 11  275.075  274.947    44.8503  -0.56873E-03     11     11     11   47.140   0.125
     2 12  289.064  289.147    44.7586  -0.48406E-03     12     12     12   46.806   0.115
     2 13  305.726  305.643    44.4875  -0.40354E-03     13     13     13   47.029   0.148
     2 14  325.433  325.226    44.2718  -0.33203E-03     14     14     14   47.204   0.159
     2 15  346.243  345.995    44.1091  -0.27584E-03     15     15     15   47.169   0.161
     2 16  367.021  366.847    43.9647  -0.23364E-03     16     16     16   46.989   0.161
     2 17  387.835  387.743    43.8331  -0.20207E-03     17     17     17   46.658   0.160
     2 18  407.373  407.348    43.7612  -0.17877E-03     18     18     18   46.142   0.154
     2 19  423.498  423.523    43.7674  -0.16282E-03     19     19     19   45.713   0.144
     2 20  438.510  438.347    43.6086  -0.14997E-03     20     20     20   45.854   0.154
     2 21  457.740  457.610    43.4418  -0.13556E-03     21     21     21   46.196   0.162
     2 22  478.528  478.405    43.3235  -0.12207E-03     22     22     22   46.337   0.164
     2 22  499.903  499.784    43.2155  -0.10986E-03     23     23     22   46.291   0.164
     2 22  521.217  521.188    43.1359  -0.99093E-04     24     24     22   46.027   0.164
     2 24  541.725  541.781    43.0884  -0.90027E-04     25     25     24   45.507   0.161
     2 24  557.949  557.981    43.2220  -0.83642E-04     26     26     24   44.876   0.151
     2 25  571.118  570.967    43.0533  -0.78948E-04     27     27     25   45.089   0.159
     2 26  590.399  590.319    42.9142  -0.72830E-04     28     28     26   45.612   0.164
     2 26  611.692  611.652    42.8448  -0.66975E-04     29     29     26   45.842   0.165
     2 26  633.455  633.398    42.8056  -0.61865E-04     30     30     26   45.816   0.166
     2 27  655.114  655.124    42.7800  -0.57503E-04     31     31     27   45.567   0.165
     2 27  676.301  676.392    42.7880  -0.53737E-04     32     32     27   44.993   0.164
     2 28  692.191  692.201    43.0294  -0.51188E-04     33     33     28   44.235   0.155
     2 29  704.444  704.318    42.8316  -0.49348E-04     34     34     29   44.548   0.162
     2 29  724.382  724.315    42.7371  -0.46530E-04     35     35     29   45.180   0.165
     2 29  746.277  746.306    42.7215  -0.43670E-04     36     36     29   45.412   0.166
     2 30  768.339  768.372    42.7111  -0.40968E-04     37     37     30   45.378   0.166
     2 31  790.461  790.470    42.7155  -0.38449E-04     38     38     31   45.108   0.166
     2 31  811.769  811.832    42.7981  -0.36215E-04     39     39     31   44.470   0.164
     2 32  826.854  826.845    43.0642  -0.34735E-04     40     40     32   43.733   0.158
     2 32  839.630  839.589    42.8501  -0.33557E-04     41     41     32   44.170   0.163
     2 33  860.368  860.356    42.8196  -0.31786E-04     42     42     33   44.778   0.166
     2 33  882.454  882.494    42.7617  -0.30074E-04     43     43     33   44.967   0.167
     2 33  904.750  904.824    42.7155  -0.28529E-04     44     42     33   44.905   0.166
     2 33  926.907  926.945    42.8184  -0.27128E-04     45     45     33   44.585   0.165
     2 33  947.692  947.737    42.9659  -0.25924E-04     44     46     33   43.921   0.165
     2 34  961.840  961.822    43.1375  -0.25154E-04     47     45     34   43.367   0.160
     2 35  976.505  976.538    42.9626  -0.24388E-04     46     48     35   43.864   0.165
     2 35  997.522  997.570    42.9093  -0.23345E-04     47     47     35   44.341   0.166
     2 35 1019.583 1019.603    42.9609  -0.22305E-04     48     48     35   44.474   0.166
     2 35 1041.777 1041.842    43.0076  -0.21310E-04     49     49     35   44.361   0.167
     2 36 1063.439 1063.533    42.9801  -0.20394E-04     50     48     36   44.013   0.166
     2 37 1083.107 1083.144    43.1049  -0.19606E-04     51     49     37   43.425   0.164
     2 36 1097.600 1097.563    43.2310  -0.19055E-04     50     52     36   43.152   0.163
     2 37 1114.412 1114.433    43.1197  -0.18447E-04     53     51     37   43.539   0.165
     2 37 1135.148 1135.222    43.0900  -0.17741E-04     52     52     37   43.854   0.166
     2 37 1156.744 1156.798    43.0770  -0.17056E-04     53     51     37   43.917   0.166
     2 38 1178.168 1178.193    43.1744  -0.16424E-04     52     54     38   43.786   0.166
     2 38 1198.880 1198.915    43.2157  -0.15849E-04     53     55     38   43.500   0.166
     2 38 1217.761 1217.773    43.2995  -0.15353E-04     54     54     38   43.160   0.165
     2 39 1234.759 1234.756    43.3174  -0.14926E-04     55     55     39   43.028   0.165
     2 37 1252.644 1252.651    43.2897  -0.14493E-04     56     56     37   43.161   0.165
     2 39 1272.293 1272.317    43.3305  -0.14037E-04     55     57     39   43.317   0.166
     2 39 1292.626 1292.666    43.3250  -0.13583E-04     56     56     39   43.383   0.166
     2 39 1313.137 1313.142    43.3862  -0.13145E-04     57     57     39   43.366   0.166
     2 40 1333.584 1333.545    43.3670  -0.12728E-04     58     58     40   43.274   0.166
     2 38 1353.768 1353.749    43.4151  -0.12336E-04     59     57     38   43.104   0.166
     2 41 1373.033 1373.068    43.4750  -0.11980E-04     58     60     41   42.873   0.166
     2 40 1390.675 1390.710    43.5415  -0.11669E-04     59     59     40   42.734   0.165
