          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  10343 K
     model number =   28   age (yrs) =  3.19231E+08   l/l sun =  3.27909E-03
     number of points in model = 422   r/r sun =  1.79944E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0303        86.3654        0.1585
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  1  147.887  147.619    47.2466   0.45964E-02      1      1      1   51.560   0.475
     1  2  257.258  258.314    46.3287   0.11467E+01      2      2      2   51.273   0.476
     1  3  332.054  330.923    46.2322   0.72793E-01      3      3      3   49.194   0.435
     1  4  393.427  393.139    45.4549  -0.19188E-01      4      4      4   48.653   0.452
     1  5  447.803  447.337    45.2498  -0.26264E-01      5      5      5   47.873   0.420
     1  6  492.324  492.635    45.2278  -0.97089E-02      6      6      6   47.452   0.405
     1  7  548.300  548.509    44.5757   0.93215E-02      7      7      7   47.875   0.479
     1  8  614.431  614.166    44.3230   0.10404E-01      8      8      8   47.690   0.483
     1  9  675.631  674.858    44.1557   0.26863E-02      9      9      9   47.189   0.473
     1 10  724.591  724.202    44.0925  -0.47302E-03     10     10     10   46.827   0.465
     1 11  776.208  776.588    43.8412  -0.54245E-03     11     11     11   46.922   0.481
     1 12  836.042  836.126    43.6818   0.15143E-03     12     12     12   46.958   0.488
     1 13  897.681  897.475    43.5453  -0.19494E-03     13     13     13   46.823   0.489
     1 14  956.513  955.755    43.4871  -0.81086E-03     14     14     14   46.514   0.486
     1 15 1008.698 1008.391    43.4596  -0.90966E-03     15     15     15   46.287   0.484
     1 16 1061.080 1061.420    43.3379  -0.59391E-03     16     16     16   46.361   0.490
     1 17 1121.449 1121.526    43.2447  -0.14364E-03     17     17     17   46.449   0.494
     1 18 1183.955 1183.731    43.2194   0.60079E-04     18     18     18   46.302   0.494
     1 19 1241.729 1240.819    43.2577   0.82421E-04     19     19     19   46.007   0.491
     1 20 1293.624 1293.271    43.2722   0.64757E-04     20     20     20   45.881   0.491
     1 21 1349.523 1349.918    43.2242  -0.26637E-05     21     21     21   45.977   0.494
     1 22 1410.708 1410.763    43.2229  -0.98066E-04     22     22     22   46.005   0.496
     1 23 1472.680 1472.264    43.2596  -0.17395E-03     23     23     23   45.865   0.495
     2  1   85.711   85.546    46.9639  -0.42192E-01      1      1      1   51.180   0.143
     2  2  149.078  149.709    46.2385  -0.10984E-01      2      2      2   50.444   0.145
     2  3  195.116  194.835    46.1177  -0.54704E-02      3      3      3   49.096   0.124
     2  4  230.598  230.441    45.3820  -0.36288E-02      4      4      4   48.784   0.138
     2  5  266.358  266.319    45.1019  -0.25234E-02      5      5      5   48.217   0.140
     2  6  307.536  307.214    44.7379  -0.16451E-02      6      6      6   47.365   0.125
     2  7  332.115  332.064    44.6905  -0.12736E-02      7      7      7   46.794   0.100
     2  8  361.983  362.132    44.3024  -0.96075E-03      8      8      8   46.926   0.143
     2  9  398.671  398.683    44.0386  -0.72465E-03      9      9      9   46.869   0.153
     2 10  435.280  435.093    43.8832  -0.57338E-03     10     10     10   46.473   0.151
     2 11  467.311  466.815    43.8083  -0.47454E-03     11     11     11   46.021   0.144
     2 12  496.896  496.865    43.7065  -0.40295E-03     12     12     12   45.812   0.146
     2 13  528.390  528.664    43.5336  -0.34436E-03     13     13     13   45.843   0.155
     2 14  563.464  563.496    43.4083  -0.29498E-03     14     14     14   45.812   0.158
     2 15  599.292  599.093    43.3299  -0.25546E-03     15     15     15   45.583   0.158
     2 16  632.443  631.986    43.3389  -0.22509E-03     16     16     16   45.208   0.155
     2 17  661.722  661.715    43.3174  -0.20210E-03     17     17     17   45.050   0.155
     2 18  694.052  694.329    43.2200  -0.18047E-03     18     18     18   45.137   0.160
     2 19  729.751  729.734    43.1889  -0.16048E-03     19     19     19   45.106   0.162
     2 20  765.313  765.098    43.2172  -0.14377E-03     20     20     20   44.869   0.161
     2 21  797.983  797.574    43.2775  -0.13075E-03     21     21     21   44.586   0.159
     2 22  828.820  828.802    43.2925  -0.12015E-03     22     22     22   44.492   0.160
     2 23  862.134  862.397    43.2709  -0.11019E-03     23     23     23   44.548   0.162
     2 24  897.927  897.929    43.2843  -0.10092E-03     24     24     24   44.521   0.163
     2 25  933.870  933.626    43.3401  -0.92784E-04     25     25     25   44.321   0.163
     2 26  967.012  966.629    43.4261  -0.86071E-04     26     26     26   44.069   0.162
     2 27  998.292  998.293    43.4478  -0.80342E-04     27     27     27   44.020   0.162
     2 28 1032.740 1033.016    43.4383  -0.74636E-04     28     28     28   44.098   0.164
     2 29 1069.312 1069.312    43.4739  -0.69187E-04     29     29     29   44.041   0.164
     2 30 1104.893 1104.532    43.5480  -0.64451E-04     30     30     30   43.828   0.163
     2 31 1137.671 1137.376    43.6178  -0.60545E-04     31     31     31   43.647   0.163
     2 32 1170.144 1170.250    43.6316  -0.57048E-04     32     32     32   43.644   0.164
     2 33 1205.240 1205.495    43.6438  -0.53629E-04     33     33     33   43.692   0.164
     2 34 1241.736 1241.702    43.6844  -0.50413E-04     34     34     34   43.624   0.165
     2 35 1277.192 1276.765    43.7585  -0.47555E-04     35     35     35   43.427   0.164
     2 36 1309.919 1309.729    43.8264  -0.45109E-04     36     36     36   43.280   0.164
     2 37 1342.924 1343.140    43.8303  -0.42816E-04     37     37     37   43.317   0.164
     2 37 1378.866 1379.030    43.8471  -0.40500E-04     38     38     37   43.359   0.165
     2 38 1415.507 1415.400    43.9008  -0.38318E-04     39     39     38   43.251   0.165
     2 39 1450.147 1449.709    43.9780  -0.36424E-04     40     40     39   43.062   0.165
     2 40 1482.933 1482.828    44.0219  -0.34770E-04     41     41     40   42.984   0.165
