          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  10343 K
     model number =   28   age (yrs) =  3.14879E+08   l/l sun =  3.35750E-03
     number of points in model = 422   r/r sun =  1.82083E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0298        84.2486        0.1557
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  1  138.057  137.734    46.8716  -0.17196E-01      1      1      1   51.368   0.467
     1  3  310.940  310.592    46.1122   0.39635E+00      3      3      3   49.860   0.462
     1  4  384.595  383.584    45.8187   0.16774E-01      4      4      4   48.666   0.444
     1  5  442.626  442.098    45.3969  -0.27135E-01      5      5      5   47.835   0.408
     1  6  483.153  483.452    45.0883  -0.15898E-01      6      6      6   47.586   0.421
     1  7  532.468  532.551    44.7514   0.35129E-02      7      7      7   47.772   0.471
     1  8  599.532  599.392    44.4922   0.10184E-01      8      8      8   47.678   0.481
     1  9  658.894  658.294    44.1902   0.50105E-02      9      9      9   47.355   0.478
     1 10  710.363  709.795    44.1572   0.80450E-03     10     10     10   46.898   0.466
     1 11  758.376  758.779    43.9835  -0.81239E-03     11     11     11   46.867   0.476
     1 12  815.400  815.600    43.7526  -0.50664E-03     12     12     12   47.016   0.488
     1 13  876.857  876.702    43.6055  -0.29996E-03     13     13     13   46.932   0.490
     1 14  936.072  935.419    43.5441  -0.84660E-03     14     14     14   46.598   0.487
     1 15  987.086  986.553    43.5201  -0.93847E-03     15     15     15   46.327   0.484
     1 16 1037.946 1038.273    43.3951  -0.63286E-03     16     16     16   46.372   0.489
     1 17 1095.591 1095.739    43.2879  -0.28433E-03     17     17     17   46.467   0.493
     1 18 1155.814 1155.643    43.2466  -0.20111E-04     18     18     18   46.379   0.494
     1 19 1214.284 1213.642    43.2484   0.12738E-03     19     19     19   46.129   0.492
     1 20 1266.592 1265.949    43.2818   0.10508E-03     20     20     20   45.913   0.491
     1 21 1318.375 1318.623    43.2403   0.22551E-04     21     21     21   45.956   0.493
     1 22 1376.923 1377.192    43.2076  -0.54944E-04     22     22     22   46.055   0.496
     1 23 1438.114 1437.809    43.2293  -0.15984E-03     23     23     23   45.968   0.496
     1 24 1496.486 1495.728    43.2916  -0.24352E-03     24     24     24   45.733   0.495
     2  1   80.185   79.987    46.7087  -0.47952E-01      1      1      1   50.973   0.136
     2  2  148.220  148.950    46.2359  -0.10713E-01      2      2      2   50.409   0.143
     2  3  181.340  181.417    46.1554  -0.62596E-02      3      3      3   49.478   0.138
     2  4  225.913  225.532    45.7294  -0.36497E-02      4      4      4   48.784   0.137
     2  5  264.271  264.268    45.1224  -0.25195E-02      5      5      5   48.213   0.139
     2  6  297.035  296.611    44.8152  -0.18128E-02      6      6      6   47.519   0.128
     2  7  325.301  325.157    44.8453  -0.13543E-02      7      7      7   46.863   0.102
     2  8  354.988  355.259    44.4480  -0.10193E-02      8      8      8   46.874   0.138
     2  9  387.932  387.924    44.1188  -0.77813E-03      9      9      9   46.899   0.152
     2 10  423.939  423.815    43.9724  -0.60873E-03     10     10     10   46.606   0.153
     2 11  457.931  457.553    43.8631  -0.49728E-03     11     11     11   46.135   0.147
     2 12  486.341  486.165    43.8003  -0.42474E-03     12     12     12   45.812   0.143
     2 13  515.869  516.124    43.6120  -0.36495E-03     13     13     13   45.864   0.154
     2 14  550.495  550.594    43.4664  -0.31150E-03     14     14     14   45.882   0.159
     2 15  585.704  585.549    43.3863  -0.26915E-03     15     15     15   45.659   0.159
     2 16  618.537  618.124    43.3632  -0.23659E-03     16     16     16   45.305   0.156
     2 17  647.819  647.641    43.3476  -0.21205E-03     17     17     17   45.089   0.155
     2 18  678.366  678.648    43.2668  -0.19015E-03     18     18     18   45.118   0.159
     2 19  712.287  712.403    43.2034  -0.16947E-03     19     19     19   45.149   0.161
     2 20  747.333  747.135    43.1983  -0.15157E-03     20     20     20   44.993   0.162
     2 21  780.663  780.302    43.2525  -0.13723E-03     21     21     21   44.686   0.160
     2 22  810.566  810.395    43.2932  -0.12611E-03     22     22     22   44.503   0.159
     2 23  841.892  842.108    43.2592  -0.11599E-03     23     23     23   44.556   0.162
     2 24  876.495  876.632    43.2576  -0.10630E-03     24     24     24   44.575   0.163
     2 25  911.641  911.423    43.2972  -0.97680E-04     25     25     25   44.427   0.163
     2 26  945.114  944.760    43.3689  -0.90391E-04     26     26     26   44.177   0.162
     2 27  975.977  975.847    43.4224  -0.84342E-04     27     27     27   44.032   0.162
     2 28 1007.917 1008.086    43.4145  -0.78646E-04     28     28     28   44.083   0.163
     2 29 1042.961 1043.135    43.4262  -0.72992E-04     29     29     29   44.110   0.164
     2 30 1078.530 1078.306    43.4791  -0.67865E-04     30     30     30   43.962   0.164
     2 31 1111.800 1111.382    43.5603  -0.63572E-04     31     31     31   43.731   0.163
     2 32 1143.020 1142.991    43.5985  -0.59935E-04     32     32     32   43.644   0.163
     2 33 1175.977 1176.175    43.6005  -0.56464E-04     33     33     33   43.697   0.164
     2 34 1211.141 1211.264    43.6263  -0.53112E-04     34     34     34   43.697   0.165
     2 35 1246.508 1246.294    43.6799  -0.50032E-04     35     35     35   43.560   0.164
     2 35 1279.827 1279.396    43.7594  -0.47360E-04     36     36     35   43.359   0.164
     2 36 1311.351 1311.389    43.7958  -0.45013E-04     37     37     36   43.300   0.164
     2 37 1344.903 1345.169    43.7945  -0.42681E-04     38     38     37   43.367   0.165
     2 37 1380.464 1380.482    43.8281  -0.40393E-04     39     39     37   43.348   0.165
     2 39 1415.549 1415.286    43.8915  -0.38316E-04     40     40     39   43.196   0.165
     2 40 1448.517 1448.160    43.9580  -0.36514E-04     41     41     40   43.037   0.165
     2 41 1480.682 1480.743    43.9861  -0.34888E-04     42     42     41   43.012   0.165
