          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  10343 K
     model number =   28   age (yrs) =  3.21333E+08   l/l sun =  3.23598E-03
     number of points in model = 423   r/r sun =  1.78758E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0306        87.4890        0.1601
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  1  148.339  147.946    47.0380   0.78380E-01      1      1      1   51.516   0.471
     1  2  279.770  281.154    46.0098   0.36226E+00      2      2      2   50.528   0.472
     1  3  329.248  328.515    45.8004   0.11251E+00      3      3      3   49.400   0.452
     1  4  391.456  390.588    45.6656  -0.93419E-02      4      4      4   48.550   0.438
     1  5  455.833  455.322    45.4009  -0.25107E-01      5      5      5   47.721   0.405
     1  6  500.328  500.923    45.0945  -0.75703E-02      6      6      6   47.492   0.422
     1  7  555.956  556.231    44.4212   0.96703E-02      7      7      7   47.896   0.481
     1  8  619.646  619.282    44.3138   0.94400E-02      8      8      8   47.628   0.482
     1  9  684.730  683.950    44.1708   0.23483E-02      9      9      9   47.097   0.471
     1 10  733.010  732.909    44.0112  -0.44061E-03     10     10     10   46.818   0.467
     1 11  784.635  785.007    43.7697  -0.69869E-03     11     11     11   46.930   0.483
     1 12  846.191  846.213    43.6554   0.55505E-04     12     12     12   46.939   0.489
     1 13  909.603  909.453    43.5179  -0.27106E-03     13     13     13   46.770   0.489
     1 14  967.446  966.670    43.4607  -0.84413E-03     14     14     14   46.448   0.485
     1 15 1018.986 1018.792    43.4318  -0.85987E-03     15     15     15   46.272   0.485
     1 16 1073.759 1074.160    43.3089  -0.53187E-03     16     16     16   46.380   0.491
     1 17 1135.909 1135.998    43.2316  -0.11850E-03     17     17     17   46.425   0.494
     1 18 1198.578 1198.217    43.2206   0.70529E-04     18     18     18   46.231   0.493
     1 19 1255.429 1254.505    43.2692   0.79840E-04     19     19     19   45.946   0.491
     1 20 1307.989 1307.882    43.2676   0.66014E-04     20     20     20   45.882   0.492
     1 21 1366.237 1366.685    43.2304  -0.10420E-04     21     21     21   45.983   0.495
     1 22 1428.859 1428.777    43.2361  -0.13025E-03     22     22     22   45.976   0.496
     1 23 1491.097 1490.562    43.2855  -0.19000E-03     23     23     23   45.796   0.495
     2  1   86.032   85.792    46.9460  -0.42164E-01      1      1      1   51.078   0.140
     2  2  162.267  163.112    45.9563  -0.87885E-02      2      2      2   50.162   0.143
     2  3  192.486  192.355    45.7711  -0.55991E-02      3      3      3   49.280   0.134
     2  4  230.635  230.218    45.5768  -0.35898E-02      4      4      4   48.654   0.132
     2  5  273.396  273.379    45.1247  -0.23478E-02      5      5      5   48.070   0.137
     2  6  311.718  311.500    44.6124  -0.15779E-02      6      6      6   47.282   0.123
     2  7  334.607  334.601    44.5493  -0.12468E-02      7      7      7   46.809   0.106
     2  8  365.543  365.670    44.3126  -0.93613E-03      8      8      8   46.888   0.143
     2  9  404.947  405.011    44.0062  -0.69479E-03      9      9      9   46.821   0.153
     2 10  440.588  440.425    43.8054  -0.55490E-03     10     10     10   46.430   0.151
     2 11  472.179  471.649    43.7830  -0.46222E-03     11     11     11   45.965   0.143
     2 12  502.208  502.273    43.6866  -0.39262E-03     12     12     12   45.794   0.147
     2 13  535.062  535.392    43.4869  -0.33421E-03     13     13     13   45.854   0.156
     2 14  570.613  570.593    43.3694  -0.28656E-03     14     14     14   45.786   0.159
     2 15  606.664  606.415    43.3195  -0.24834E-03     15     15     15   45.508   0.158
     2 16  639.266  638.864    43.3413  -0.21956E-03     16     16     16   45.146   0.154
     2 17  669.012  669.113    43.2918  -0.19707E-03     17     17     17   45.058   0.156
     2 18  702.703  702.952    43.2066  -0.17543E-03     18     18     18   45.141   0.160
     2 19  739.013  738.965    43.1940  -0.15598E-03     19     19     19   45.061   0.162
     2 20  774.590  774.344    43.2392  -0.13995E-03     20     20     20   44.792   0.160
     2 21  807.018  806.646    43.2984  -0.12754E-03     21     21     21   44.535   0.159
     2 22  838.426  838.498    43.2952  -0.11719E-03     22     22     22   44.497   0.160
     2 23  872.990  873.264    43.2827  -0.10727E-03     23     23     23   44.552   0.163
     2 24  909.697  909.642    43.3097  -0.98155E-04     24     24     24   44.478   0.163
     2 25  945.577  945.245    43.3809  -0.90359E-04     25     25     25   44.233   0.162
     2 26  978.024  977.714    43.4604  -0.84016E-04     26     26     26   44.021   0.161
     2 27 1010.392 1010.511    43.4567  -0.78291E-04     27     27     27   44.044   0.163
     2 28 1046.378 1046.650    43.4639  -0.72563E-04     28     28     28   44.094   0.164
     2 29 1083.414 1083.284    43.5143  -0.67271E-04     29     29     29   43.973   0.164
     2 30 1118.489 1118.057    43.5943  -0.62798E-04     30     30     30   43.745   0.163
     2 31 1151.102 1150.966    43.6489  -0.59069E-04     31     31     31   43.621   0.163
     2 32 1184.849 1185.048    43.6532  -0.55581E-04     32     32     32   43.663   0.164
     2 33 1221.219 1221.410    43.6748  -0.52186E-04     33     33     33   43.681   0.165
     2 34 1258.186 1258.009    43.7309  -0.49060E-04     34     34     34   43.550   0.164
     2 34 1292.938 1292.486    43.8144  -0.46362E-04     35     35     34   43.340   0.164
     2 35 1325.534 1325.542    43.8531  -0.44011E-04     36     36     35   43.275   0.164
     2 37 1360.383 1360.635    43.8531  -0.41676E-04     37     37     37   43.346   0.165
     2 38 1397.477 1397.539    43.8889  -0.39379E-04     38     38     38   43.322   0.165
     2 38 1433.891 1433.643    43.9577  -0.37301E-04     39     39     38   43.157   0.165
     2 39 1467.859 1467.466    44.0264  -0.35518E-04     40     40     39   43.001   0.164
