          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  11385 K
     model number =   30   age (yrs) =  3.60335E+08   l/l sun =  2.86512E-03
     number of points in model = 436   r/r sun =  1.38822E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0562        57.0207        0.2906
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  1   96.623   96.767    45.4812  -0.20632E+00      1      1      1   51.569   0.460
     1  2  144.171  143.925    45.6319  -0.37208E+00      2      2      2   50.683   0.465
     1  3  216.579  217.582    46.3824  -0.66447E+00      3      3      3   49.860   0.486
     1  4  254.489  254.365    46.2592   0.11282E-01      4      4      4   50.078   0.475
     1  5  302.412  302.582    45.6682   0.68379E-01      5      5      5   49.801   0.483
     1  6  348.136  348.051    45.2914   0.43861E-01      6      6      6   49.027   0.475
     1  7  386.876  386.701    45.1536  -0.58528E-02      7      7      7   48.054   0.429
     1  8  416.886  416.819    45.0136  -0.11859E-01      8      8      8   47.563   0.395
     1  9  445.904  446.080    44.6343  -0.12685E-02      9      9      9   47.808   0.464
     1 10  488.718  488.818    44.3220   0.89001E-02     10     10     10   48.055   0.487
     1 11  530.692  530.605    44.1038   0.46413E-02     11     11     11   47.909   0.488
     1 12  571.766  571.532    43.9473   0.52694E-03     12     12     12   47.577   0.485
     1 13  610.243  610.004    43.8418   0.74122E-03     13     13     13   47.139   0.475
     1 14  642.566  642.519    43.7712   0.11441E-02     14     14     14   46.897   0.470
     1 15  677.371  677.449    43.5801   0.22966E-03     15     15     15   47.018   0.484
     1 16  716.505  716.618    43.4203  -0.79731E-03     16     16     16   47.152   0.491
     1 17  758.106  758.099    43.2905  -0.66442E-03     17     17     17   47.133   0.493
     1 18  799.231  798.915    43.1965  -0.45052E-03     18     18     18   46.925   0.492
     1 19  837.501  837.162    43.1514  -0.52155E-03     19     19     19   46.621   0.489
     1 20  872.647  872.551    43.1089  -0.48682E-03     20     20     20   46.425   0.487
     1 21  907.597  907.681    43.0256  -0.32873E-03     21     21     21   46.443   0.490
     1 22  945.600  945.669    42.9357  -0.14268E-03     22     22     22   46.557   0.494
     1 23  985.814  985.755    42.8773   0.21156E-04     23     23     23   46.588   0.495
     1 24 1026.467 1026.168    42.8558   0.11516E-03     24     24     24   46.480   0.495
     1 25 1065.886 1065.549    42.8663   0.14317E-03     25     25     25   46.266   0.494
     1 26 1102.839 1102.625    42.8852   0.14033E-03     26     26     26   46.074   0.493
     1 27 1138.800 1138.749    42.8754   0.82749E-04     27     27     27   46.026   0.493
     1 28 1176.273 1176.308    42.8560  -0.96439E-05     28     28     28   46.085   0.495
     1 29 1215.811 1215.820    42.8491  -0.72222E-04     29     29     29   46.139   0.496
     1 30 1256.546 1256.280    42.8612  -0.12683E-03     30     30     30   46.105   0.497
     1 31 1296.899 1296.474    42.8937  -0.16005E-03     31     31     31   45.968   0.496
     1 32 1335.505 1335.211    42.9346  -0.14127E-03     32     32     32   45.802   0.496
     1 33 1372.771 1372.686    42.9618  -0.11891E-03     33     33     33   45.713   0.496
     1 34 1410.459 1410.469    42.9755  -0.84781E-04     34     34     34   45.717   0.496
     1 35 1449.506 1449.471    42.9866  -0.29718E-04     35     35     35   45.760   0.497
     1 36 1489.824 1489.567    43.0045   0.49214E-05     36     36     36   45.772   0.497
     2  1   56.122   56.197    45.5140  -0.30800E-01      1      1      1   51.415   0.129
     2  2   83.859   83.700    46.6561  -0.11730E-01      3      2      2   50.784   0.135
     2  3  125.428  125.952    46.3749  -0.47735E-02      3      3      3   50.635   0.150
     2  4  147.847  147.821    46.2788  -0.33162E-02      4      4      4   49.951   0.147
     2  5  175.356  175.473    45.6601  -0.20609E-02      5      5      5   49.778   0.154
     2  6  202.411  202.462    45.2467  -0.13484E-02      6      6      6   49.294   0.155
     2  7  227.882  227.903    44.9955  -0.10113E-02      7      7      7   48.669   0.151
     2  8  252.177  252.109    44.6199  -0.78229E-03      8      8      8   48.185   0.150
     2  9  276.216  276.071    44.4730  -0.58921E-03      9      9      9   47.344   0.127
     2 10  293.521  293.474    44.3902  -0.48213E-03     10     10     10   46.851   0.106
     2 11  312.104  312.196    44.1123  -0.39741E-03     11     11     11   46.940   0.140
     2 12  334.940  334.990    43.9044  -0.32261E-03     12     12     12   47.034   0.155
     2 13  359.147  359.155    43.7162  -0.26275E-03     13     13     13   46.947   0.158
     2 14  383.226  383.068    43.5919  -0.21706E-03     14     14     14   46.642   0.156
     2 15  405.905  405.727    43.4928  -0.18528E-03     15     15     15   46.240   0.152
     2 16  426.185  426.151    43.4543  -0.16327E-03     16     16     16   45.887   0.146
     2 17  445.557  445.652    43.3195  -0.14574E-03     17     17     17   45.868   0.152
     2 18  467.665  467.695    43.1696  -0.12900E-03     18     18     18   45.979   0.159
     2 19  491.129  491.139    43.0761  -0.11448E-03     19     19     19   45.951   0.161
     2 20  514.597  514.499    43.0039  -0.10242E-03     20     20     20   45.795   0.161
     2 21  537.551  537.368    42.9631  -0.92339E-04     21     21     21   45.531   0.159
     2 22  558.955  558.845    42.9559  -0.84188E-04     22     22     22   45.247   0.157
     2 23  579.012  579.043    42.9292  -0.77461E-04     23     23     23   45.133   0.158
     2 24  600.253  600.317    42.8707  -0.71166E-04     24     24     24   45.191   0.161
     2 25  623.192  623.241    42.8381  -0.65195E-04     25     25     25   45.225   0.162
     2 26  646.627  646.534    42.8309  -0.59839E-04     26     26     26   45.146   0.163
     2 27  669.760  669.547    42.8409  -0.55208E-04     27     27     27   44.978   0.162
     2 28  692.166  692.036    42.8711  -0.51267E-04     28     28     28   44.761   0.162
     2 29  713.443  713.447    42.9047  -0.47926E-04     29     29     29   44.598   0.161
     2 30  734.648  734.699    42.9029  -0.44934E-04     30     30     30   44.582   0.162
     2 31  757.171  757.201    42.8965  -0.42076E-04     31     31     31   44.624   0.163
     2 32  780.507  780.459    42.9111  -0.39391E-04     32     32     32   44.602   0.164
     2 33  803.853  803.674    42.9410  -0.36958E-04     33     33     33   44.501   0.164
     2 34  826.861  826.697    42.9791  -0.34773E-04     34     34     34   44.348   0.163
     2 35  849.152  849.114    43.0230  -0.32822E-04     35     35     35   44.191   0.163
     2 36  870.793  870.840    43.0542  -0.31078E-04     36     36     36   44.110   0.163
     2 37  892.933  892.982    43.0669  -0.29430E-04     37     37     37   44.121   0.164
     2 38  916.016  916.009    43.0869  -0.27844E-04     38     38     38   44.130   0.164
     2 39  939.413  939.260    43.1178  -0.26370E-04     39     39     39   44.083   0.165
     2 40  962.714  962.518    43.1547  -0.25023E-04     40     40     40   43.987   0.164
     2 41  985.692  985.643    43.1995  -0.23799E-04     41     41     41   43.856   0.164
     2 42 1008.009 1008.086    43.2464  -0.22704E-04     42     42     42   43.739   0.164
     2 43 1030.059 1030.118    43.2747  -0.21698E-04     43     43     43   43.698   0.164
     2 44 1052.715 1052.697    43.2928  -0.20734E-04     44     44     44   43.713   0.165
     2 45 1075.960 1075.852    43.3186  -0.19812E-04     45     45     45   43.710   0.165
     2 45 1099.426 1099.251    43.3529  -0.18940E-04     46     46     45   43.663   0.165
     2 45 1122.871 1122.789    43.3944  -0.18121E-04     47     47     45   43.566   0.165
     2 45 1145.819 1145.887    43.4425  -0.17368E-04     48     48     45   43.438   0.165
     2 47 1168.017 1168.096    43.4840  -0.16681E-04     49     49     47   43.347   0.165
     2 47 1190.234 1190.211    43.5080  -0.16032E-04     50     50     47   43.341   0.165
     2 48 1213.190 1213.100    43.5299  -0.15403E-04     51     51     48   43.371   0.165
     2 48 1236.753 1236.616    43.5573  -0.14795E-04     52     52     48   43.371   0.165
     2 50 1260.519 1260.402    43.5918  -0.14220E-04     53     53     50   43.309   0.165
     2 49 1283.945 1283.976    43.6377  -0.13690E-04     54     54     49   43.184   0.165
     2 49 1306.471 1306.580    43.6896  -0.13208E-04     55     55     49   43.055   0.165
     2 49 1328.422 1328.420    43.7230  -0.12765E-04     56     56     49   43.013   0.165
     2 51 1350.967 1350.853    43.7386  -0.12332E-04     57     57     51   43.059   0.165
     2 51 1374.456 1374.340    43.7579  -0.11904E-04     58     58     51   43.103   0.166
     2 52 1398.429 1398.329    43.7893  -0.11488E-04     59     59     52   43.077   0.166
     2 52 1422.260 1422.251    43.8354  -0.11094E-04     60     60     52   42.964   0.166
     2 53 1445.204 1445.312    43.8936  -0.10733E-04     61     61     53   42.808   0.165
     2 52 1467.071 1467.114    43.9365  -0.10404E-04     62     62     52   42.725   0.165
     2 53 1489.160 1489.045    43.9497  -0.10087E-04     63     63     53   42.770   0.166
