          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  11385 K
     model number =   31   age (yrs) =  3.38629E+08   l/l sun =  3.57670E-03
     number of points in model = 436   r/r sun =  1.55106E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0481        54.3731        0.2461
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  2   59.707   58.132    42.2403   0.37719E+01      1      2      2   52.715   0.431
     1  2  139.424  133.950    45.2069  -0.90466E+00      2      2      2   49.173   0.584
     1  3  175.169  174.807    47.0395  -0.74752E+00      3      3      3   50.609   0.476
     1  4  229.180  228.860    47.0557  -0.54700E+00      4      8      4   50.484   0.481
     1  5  277.146  277.392    46.8169  -0.36713E+00      5      7      5   50.545   0.489
     1  6  326.485  326.805    45.6998  -0.17344E+00      6      8      6   50.446   0.491
     1  7  371.256  371.996    45.5561  -0.46679E-01      7      9      7   49.442   0.491
     1  8  404.728  404.714    46.7630   0.11720E-02      8      8      8   47.341   0.294
     1  9  420.708  421.533    45.1535   0.11998E-01      9      9      9   48.558   0.487
     1 10  467.116  468.025    44.7885   0.14317E-01     10     12     10   49.285   0.495
     1 11  511.892  513.069    44.5814   0.11412E-02     11     13     11   49.045   0.496
     1 12  555.204  556.379    44.3734  -0.63397E-02     12     14     12   48.471   0.496
     1 12  592.659  592.992    44.3324  -0.58412E-02     13     15     12   47.579   0.490
     1 14  620.910  620.584    44.3325  -0.22138E-02     14     14     14   46.782   0.454
     1 15  639.587  639.785    44.3178   0.11475E-02     15     15     15   46.812   0.467
     1 15  672.189  671.680    43.9155   0.72221E-02     16     16     15   47.785   0.496
     1 16  714.686  714.307    43.6850   0.12198E-01     17     19     16   48.409   0.498
     1 17  760.090  759.945    43.5091   0.12245E-01     18     20     17   48.566   0.499
     1 18  806.602  806.840    43.3662   0.72593E-02     19     21     18   48.211   0.499
     1 19  851.389  851.689    43.3600   0.70038E-03     20     20     19   46.477   0.486
     1 19  858.960  858.712    43.8231  -0.28914E-03     21     21     19   46.022   0.465
     1 20  900.269  900.616    43.1011  -0.43902E-02     22     22     20   47.902   0.499
     1 21  946.400  947.038    42.9999  -0.59037E-02     23     25     21   48.121   0.499
     1 22  991.078  991.876    42.9180  -0.45391E-02     24     26     22   47.824   0.499
     1 22 1032.503 1033.495    42.8792  -0.22975E-02     25     27     22   47.125   0.499
     1 23 1065.379 1065.606    42.9065  -0.75627E-03     26     28     23   46.338   0.495
     1 24 1091.457 1091.321    43.2098   0.55890E-04     25     27     24   45.657   0.481
     1 25 1109.308 1109.207    42.8925   0.35296E-03     28     28     25   46.107   0.494
     1 25 1147.341 1147.166    42.6928   0.35437E-03     29     29     25   47.255   0.499
     1 25 1191.888 1191.997    42.6447  -0.18823E-03     30     30     25   47.792   0.499
     1 26 1238.062 1238.162    42.6212  -0.66937E-03     31     31     26   47.835   0.499
     1 27 1284.221 1284.442    42.6116  -0.58271E-03     32     32     27   47.335   0.499
     1 27 1322.967 1322.541    43.5397  -0.82978E-04     31     33     27   45.205   0.483
     1 28 1332.252 1332.459    42.6618   0.53344E-04     34     32     28   46.000   0.497
     1 29 1377.884 1378.317    42.6134   0.62730E-03     35     33     29   47.323   0.499
     1 29 1423.407 1424.041    42.6364   0.82259E-03     36     36     29   47.391   0.499
     1 28 1467.074 1467.943    42.6993   0.56608E-03     35     37     28   47.000   0.499
     2  2   81.277   80.054    47.1518  -0.23016E-01      3      2      2   50.657   0.133
     2  3  101.411  101.371    47.0390  -0.17290E-01      3      3      3   51.394   0.142
     2  4  132.840  132.875    47.0462  -0.10517E-01      4      6      4   50.858   0.147
     2  5  160.309  160.566    46.4168  -0.63641E-02      5      7      5   50.769   0.156
     2  6  188.735  188.953    45.7148  -0.35543E-02      6      8      6   50.688   0.158
     2  7  214.704  215.151    45.5349  -0.20303E-02      7      9      7   50.075   0.160
     2  8  242.608  243.198    45.1376  -0.10983E-02      8     10      8   49.466   0.161
     2  9  269.472  270.041    44.7993  -0.63631E-03      9     11      9   48.322   0.160
     2 10  286.367  286.379    45.6665  -0.49316E-03     10     10     10   46.453   0.039
     2 11  296.582  297.132    44.6004  -0.44147E-03     11     11     11   47.294   0.151
     2 12  321.305  321.992    44.3559  -0.37225E-03     12     14     12   47.767   0.163
     2 13  344.064  344.498    44.2695  -0.33272E-03     13     15     13   47.531   0.164
     2 13  364.374  364.254    44.1207  -0.29637E-03     14     16     13   47.368   0.164
     2 14  387.148  386.969    43.8914  -0.24693E-03     15     17     14   47.220   0.164
     2 15  411.818  411.753    43.7050  -0.18916E-03     16     18     15   46.437   0.160
     2 16  423.014  423.010    44.6544  -0.16498E-03     17     17     16   45.313   0.110
     2 17  439.254  439.185    43.5199  -0.13447E-03     18     18     17   46.813   0.164
     2 18  465.948  466.106    43.3656  -0.99978E-04     19     21     18   47.451   0.165
     2 19  492.731  492.918    43.2231  -0.85670E-04     20     22     19   47.477   0.166
     2 19  519.617  519.877    43.0990  -0.83592E-04     21     23     19   47.055   0.166
     2 20  545.871  546.313    43.0268  -0.85047E-04     22     24     20   45.784   0.164
     2 22  556.011  555.994    43.9928  -0.85169E-04     23     23     22   44.563   0.133
     2 22  572.866  573.307    42.9297  -0.83888E-04     24     24     22   45.859   0.165
     2 22  597.078  597.714    42.8702  -0.78649E-04     25     27     22   46.049   0.166
     2 23  617.572  617.961    42.8444  -0.72130E-04     26     28     23   45.917   0.167
     2 23  638.031  637.941    42.7460  -0.65082E-04     27     29     23   46.011   0.166
     2 24  661.969  661.888    42.6894  -0.57837E-04     28     30     24   45.954   0.166
     2 24  687.394  687.496    42.6992  -0.52407E-04     29     29     24   44.887   0.163
     2 25  694.628  694.584    43.6414  -0.51260E-04     28     30     25   43.983   0.146
     2 26  715.038  715.082    42.6240  -0.48708E-04     31     29     26   45.859   0.166
     2 27  741.652  741.774    42.6087  -0.46085E-04     32     32     27   46.375   0.166
     2 27  768.549  768.804    42.6016  -0.43037E-04     33     33     27   46.347   0.166
     2 28  795.358  795.633    42.6162  -0.39437E-04     34     36     28   45.830   0.166
     2 27  820.773  821.133    42.7332  -0.35944E-04     33     35     27   44.287   0.164
     2 28  827.734  827.672    43.3814  -0.35054E-04     34     36     28   43.554   0.153
     2 29  847.747  848.221    42.6924  -0.32815E-04     35     35     29   44.873   0.166
     2 30  870.082  870.542    42.8260  -0.30927E-04     36     36     30   45.028   0.166
     2 30  890.551  890.683    42.8305  -0.29649E-04     37     39     30   45.154   0.166
     2 30  913.783  913.816    42.7309  -0.28433E-04     38     40     30   45.303   0.167
     2 31  939.426  939.440    42.6837  -0.26955E-04     39     43     31   44.997   0.166
     2 33  960.432  960.403    43.7435  -0.25534E-04     40     40     33   43.137   0.156
     2 32  967.114  967.131    42.7384  -0.25053E-04     41     41     32   44.103   0.165
     2 33  993.772  993.945    42.7360  -0.23145E-04     42     40     33   45.427   0.165
     2 34 1021.013 1021.181    42.8044  -0.21549E-04     43     43     34   45.643   0.166
     2 34 1048.275 1048.489    42.8775  -0.20515E-04     42     44     34   45.336   0.166
     2 35 1074.748 1075.097    42.9340  -0.19901E-04     43     45     35   44.268   0.167
     2 35 1087.367 1087.285    44.0023  -0.19651E-04     44     46     35   42.826   0.159
     2 36 1101.615 1101.970    42.9534  -0.19335E-04     45     45     36   44.046   0.167
     2 36 1124.760 1125.171    42.9960  -0.18676E-04     48     44     36   44.442   0.167
     2 37 1145.858 1146.071    43.0577  -0.17923E-04     45     45     37   44.590   0.167
     2 38 1169.125 1169.181    43.0027  -0.17027E-04     46     50     38   44.727   0.167
     2 38 1194.806 1194.828    42.9817  -0.16142E-04     47     49     38   44.351   0.166
     2 39 1212.110 1211.988    44.4654  -0.15670E-04     50     48     39   42.536   0.160
     2 39 1222.331 1222.430    43.0420  -0.15435E-04     49     49     39   44.068   0.166
     2 40 1249.497 1249.648    43.0911  -0.14910E-04     48     50     40   45.132   0.166
     2 40 1276.929 1277.064    43.1100  -0.14367E-04     49     53     40   45.300   0.167
     2 41 1304.366 1304.603    43.1093  -0.13684E-04     50     54     41   44.906   0.167
     2 42 1330.724 1330.982    43.2379  -0.12957E-04     53     53     42   43.068   0.165
     2 42 1334.920 1334.816    44.0571  -0.12843E-04     52     52     42   42.326   0.162
     2 43 1357.359 1357.685    43.2420  -0.12282E-04     53     53     43   44.313   0.166
     2 43 1380.856 1381.213    43.3178  -0.11828E-04     54     56     43   44.550   0.166
     2 43 1402.683 1402.883    43.3514  -0.11512E-04     55     55     43   44.660   0.166
     2 43 1426.493 1426.554    43.3835  -0.11212E-04     54     56     43   44.692   0.166
     2 45 1452.409 1452.468    43.3740  -0.10826E-04     55     59     45   43.924   0.167
     2 44 1461.788 1461.673    45.3197  -0.10658E-04     56     58     44   42.016   0.162
     2 46 1479.686 1479.819    43.3686  -0.10303E-04     57     57     46   44.671   0.167
