          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  11385 K
     model number =   31   age (yrs) =  3.65685E+08   l/l sun =  3.02422E-03
     number of points in model = 454   r/r sun =  1.42622E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0543        63.8154        0.2791
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  1  140.137  140.850    46.3747  -0.25278E-01      1      1      1   51.229   0.434
     1  2  156.245  156.472    46.2300  -0.18193E-01      2      2      2   51.300   0.461
     1  3  267.060  267.800    46.0599  -0.48884E-01      3      7      3   51.665   0.481
     1  4  305.853  305.745    45.5433  -0.26694E-01      4      8      4   51.494   0.486
     1  5  368.602  369.193    45.1909   0.66811E-03      5      9      5   50.882   0.491
     1  6  418.031  417.874    44.7823  -0.28131E-02      6     10      6   50.111   0.492
     1  7  470.084  469.528    44.4527  -0.21319E-02      7     13      7   48.310   0.486
     1  8  483.880  483.870    45.7297  -0.80147E-03      8     10      8   46.864   0.336
     1  9  516.798  514.311    44.5299   0.15300E-02      9      9      9   48.003   0.480
     1 10  539.862  539.879    44.2396   0.20568E-02     10     10     10   48.547   0.491
     1 11  584.727  585.447    43.8586   0.35506E-02     11     13     11   49.765   0.497
     1 12  639.672  640.151    43.6248   0.60274E-02     12     14     12   50.344   0.498
     1 13  692.127  692.268    43.4459   0.74836E-03     13     17     13   50.340   0.498
     1 14  745.514  745.632    43.2827  -0.26901E-02     14     18     14   49.780   0.498
     1 15  787.083  786.935    46.0390  -0.12114E-03     15     15     15   45.932   0.435
     1 16  798.999  798.514    43.1310   0.91350E-03     16     18     16   48.562   0.498
     1 17  847.987  844.960    43.1459   0.64201E-02     17     17     17   49.340   0.495
     1 18  875.745  871.043    43.3546   0.11486E-01     18     20     18   49.369   0.492
     1 19  914.134  914.105    42.9170   0.19427E-01     19     21     19   50.447   0.498
     1 20  965.565  965.937    42.8044   0.23642E-01     20     22     20   51.244   0.499
     1 21 1018.475 1018.803    42.7323   0.19752E-01     21     23     21   51.508   0.499
     1 22 1072.254 1072.521    42.6947   0.85386E-02     22     24     22   50.910   0.499
     1 23 1093.556 1093.190    47.9569  -0.67337E-04     23     23     23   45.348   0.466
     1 24 1126.715 1127.042    42.6729  -0.17099E-01     24     24     24   51.603   0.499
     1 24 1181.063 1181.174    42.6664  -0.42369E-01     25     27     24   52.594   0.499
     1 25 1235.602 1235.896    42.6730  -0.56514E-01     26     30     25   53.021   0.499
     1 27 1290.339 1290.458    42.6894  -0.56208E-01     27     29     27   53.134   0.499
     1 30 1345.581 1345.743    42.7082  -0.35389E-01     30     30     30   52.860   0.499
     1 31 1456.815 1456.944    42.7689   0.37597E-01     31     33     31   53.068   0.500
     2  1   81.999   82.415    46.3676  -0.15228E-01      1      1      1   50.942   0.113
     2  2   91.182   91.480    45.9622  -0.11916E-01      2      2      2   50.836   0.123
     2  3  154.550  155.006    46.0501  -0.40676E-02      3      7      3   51.436   0.148
     2  4  176.918  176.865    45.5384  -0.27907E-02      4      8      4   51.309   0.153
     2  5  213.159  213.543    45.1876  -0.14031E-02      5     11      5   50.887   0.158
     2  6  241.705  241.653    44.7790  -0.11168E-02      6     10      6   50.439   0.159
     2  7  271.980  271.799    44.4219  -0.91484E-03      7     13      7   49.765   0.160
     2  8  298.682  297.221    44.5091  -0.62214E-03      8     10      8   48.403   0.152
     2  9  311.935  311.925    44.2500  -0.50093E-03      9     11      9   48.260   0.157
     2 10  337.689  338.103    43.8594  -0.35061E-03     10     12     10   48.222   0.163
     2 11  353.452  353.436    46.2952  -0.28337E-03     11     13     11   45.769   0.059
     2 12  369.453  369.736    43.6244  -0.22469E-03     12     12     12   48.598   0.164
     2 13  399.730  399.818    43.4452  -0.19683E-03     13     17     13   49.516   0.164
     2 14  430.556  430.637    43.2817  -0.25358E-03     14     18     14   49.752   0.165
     2 15  461.456  461.203    43.1278  -0.25524E-03     15     19     15   49.517   0.165
     2 16  490.110  488.555    43.1238  -0.22473E-03     16     18     16   48.608   0.162
     2 17  506.735  503.873    43.3764  -0.19431E-03     17     19     17   47.906   0.159
     2 18  527.992  527.935    42.9231  -0.11989E-03     18     20     18   47.379   0.164
     2 19  533.461  533.469    45.9668  -0.94373E-04     19     19     19   44.623   0.120
     2 20  557.569  557.783    42.8049   0.29918E-04     20     20     20   49.408   0.165
     2 21  588.092  588.282    42.7324   0.18127E-03     21     23     21   50.522   0.166
     2 22  619.132  619.288    42.6947   0.32994E-03     22     24     22   51.079   0.166
     2 23  650.571  650.761    42.6729   0.36844E-03     23     25     23   51.278   0.166
     2 24  681.946  682.011    42.6664   0.20814E-03     24     26     24   51.044   0.166
     2 27  745.031  745.100    42.6895  -0.32576E-03     27     27     27   51.402   0.166
     2 28  776.922  777.016    42.7083  -0.51363E-03     28     30     28   51.983   0.166
     2 29  808.982  809.058    42.7333  -0.55240E-03     29     33     29   52.142   0.166
     2 30  841.139  841.215    42.7689  -0.40272E-03     30     32     30   51.941   0.166
     2 31  873.240  873.319    42.8051  -0.14971E-03     31     35     31   51.129   0.166
     2 33  892.332  892.316    45.3654  -0.29765E-04     32     35     33   43.259   0.150
     2 33  905.418  905.448    42.8443   0.31021E-04     33     35     33   50.656   0.166
     2 34  937.860  937.975    42.8847   0.93163E-04     34     40     34   51.301   0.166
     2 35  970.405  970.408    42.9295   0.15533E-04     35     41     35   50.483   0.166
     2 36  981.583  981.299    45.2904  -0.23198E-04     36     38     36   48.231   0.167
     2 36 1003.063 1003.156    42.9741  -0.82268E-04     37     43     36   51.059   0.166
     2 37 1035.610 1035.672    43.0209  -0.10284E-03     38     42     37   51.458   0.166
     2 38 1068.242 1068.297    43.0662  -0.26980E-04     39     43     38   49.520   0.166
     2 41 1100.954 1101.022    43.1099   0.10326E-04     41     43     41   51.846   0.166
     2 42 1133.737 1133.729    43.1598  -0.17791E-03     42     46     42   52.167   0.166
     2 43 1165.709 1164.141    43.3056  -0.57209E-03     43     47     43   50.979   0.166
     2 43 1172.066 1165.781    44.0313  -0.66135E-03     44     46     43   50.404   0.164
     2 45 1199.785 1199.786    43.2576  -0.93071E-03     45     49     45   52.389   0.166
     2 46 1232.477 1232.587    43.3026  -0.54680E-03     46     48     46   52.384   0.166
     2 47 1247.208 1247.177    42.9455  -0.14701E-04     47     48     47   42.397   0.158
     2 47 1265.391 1265.475    43.3482   0.10245E-02     48     48     47   53.171   0.166
     2 48 1298.401 1298.477    43.3936   0.39704E-02     49     51     48   54.432   0.167
     2 46 1331.344 1331.458    43.4407   0.65310E-02     48     54     46   55.009   0.167
     2 47 1364.231 1364.293    43.4901   0.72314E-02     49     55     47   55.197   0.167
     2 46 1397.160 1397.283    43.5361   0.48861E-02     50     54     46   54.857   0.167
     2 50 1420.844 1420.766    40.3504  -0.11234E-04     52     57     50   42.073   0.160
     2 50 1430.147 1430.208    43.5817  -0.23534E-02     54     54     50   54.305   0.167
     2 47 1463.235 1463.336    43.6301  -0.10465E-01     51     57     47   55.722   0.167
     2 48 1496.294 1496.387    43.6779  -0.17631E-01     52     54     48   56.165   0.167
