          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  10501 K
     model number =   31   age (yrs) =  3.98448E+08   l/l sun =  2.44750E-03
     number of points in model = 431   r/r sun =  1.50818E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0489        56.3781        0.2503
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  1   82.925   83.291    45.7634  -0.25705E+00      1      1      1   51.079   0.433
     1  2  122.708  122.210    46.7233  -0.35322E+00      3      2      2   50.732   0.463
     1  3  202.309  202.661    46.4290  -0.33728E+00      3      3      3   50.479   0.477
     1  4  234.716  233.841    46.4258  -0.30020E+00      4      4      4   50.051   0.479
     1  5  282.176  281.921    46.2424  -0.10990E+00      5      5      5   50.093   0.486
     1  6  328.254  327.531    45.8019  -0.35943E-01      6      6      6   49.768   0.487
     1  7  369.135  368.333    45.6409  -0.46553E-01      7      7      7   49.106   0.484
     1  8  411.790  411.441    45.2685  -0.29861E-01      8      8      8   48.508   0.476
     1  9  445.319  445.496    45.4348  -0.50583E-02      9      9      9   47.432   0.374
     1 10  465.762  465.359    45.0878   0.56701E-02     10     10     10   47.639   0.444
     1 11  505.070  504.569    44.7404   0.12105E-01     11     11     11   48.286   0.491
     1 12  546.312  546.004    44.5410   0.97789E-02     12     12     12   48.459   0.495
     1 13  590.244  590.002    44.3552   0.89712E-02     13     13     13   48.393   0.496
     1 14  633.338  633.232    44.2462   0.63523E-02     14     14     14   47.991   0.495
     1 15  674.454  674.624    44.2040   0.16746E-02     15     15     15   47.151   0.482
     1 16  697.712  697.640    44.5383  -0.45811E-03     16     16     16   46.509   0.444
     1 17  726.179  725.873    44.0539  -0.22490E-02     17     17     17   47.271   0.492
     1 18  769.168  769.064    43.9488  -0.35570E-02     18     18     18   47.789   0.497
     1 19  813.047  813.149    43.8950  -0.35672E-02     19     19     19   47.873   0.498
     1 20  857.271  857.300    43.8471  -0.27694E-02     20     20     20   47.705   0.498
     1 21  901.217  901.301    43.8301  -0.14076E-02     21     21     21   47.189   0.497
     1 22  938.373  938.538    44.0875  -0.26301E-03     22     22     22   46.112   0.477
     1 23  956.416  956.237    44.0144   0.18735E-03     23     23     23   46.159   0.482
     1 24  995.113  995.136    43.8141   0.90250E-03     24     24     24   47.043   0.498
     1 25 1039.498 1039.597    43.8057   0.12511E-02     25     25     25   47.349   0.499
     1 26 1084.510 1084.720    43.8201   0.10772E-02     26     28     26   47.308   0.499
     1 27 1129.006 1129.190    43.8521   0.66278E-03     27     27     27   46.980   0.499
     1 28 1171.515 1171.739    43.9354   0.19584E-03     28     28     28   46.254   0.495
     1 29 1198.927 1198.716    44.3034  -0.84910E-04     29     29     29   45.576   0.482
     1 30 1226.877 1226.955    43.9723  -0.30079E-03     30     30     30   46.134   0.495
     1 31 1269.626 1269.773    43.9572  -0.48749E-03     31     31     31   46.619   0.499
     1 32 1313.731 1313.911    43.9910  -0.50945E-03     32     32     32   46.698   0.499
     1 33 1357.689 1358.013    44.0361  -0.36731E-03     33     35     33   46.523   0.499
     1 33 1399.889 1400.112    44.1102  -0.19891E-03     34     34     33   46.112   0.498
     1 35 1436.569 1436.403    44.2391  -0.58293E-04     35     35     35   45.609   0.494
     1 36 1467.088 1466.858    44.2891   0.33849E-04     36     36     36   45.466   0.493
     2  2   71.559   71.279    46.5990  -0.17920E-01      2      2      2   50.686   0.133
     2  3  117.327  117.566    46.8292  -0.67658E-02      3      3      3   50.535   0.145
     2  4  136.280  135.843    46.5068  -0.50897E-02      4      4      4   50.076   0.148
     2  5  163.476  163.344    46.2184  -0.32265E-02      5      5      5   50.004   0.155
     2  6  190.112  189.710    45.7954  -0.21492E-02      6      6      6   49.763   0.157
     2  7  214.207  213.750    45.6265  -0.16677E-02      7      7      7   49.296   0.157
     2  8  239.209  238.983    45.2264  -0.12853E-02      8      8      8   49.088   0.159
     2  9  264.756  264.536    44.9933  -0.91885E-03      9      9      9   48.599   0.159
     2 10  289.555  289.387    44.7644  -0.65206E-03     10     10     10   47.918   0.155
     2 11  311.279  311.357    44.6956  -0.50113E-03     11     11     11   46.907   0.122
     2 12  323.191  323.097    44.8455  -0.44047E-03     12     12     12   46.496   0.091
     2 13  342.380  342.176    44.3682  -0.36125E-03     13     13     13   47.246   0.158
     2 14  366.943  366.827    44.2357  -0.28549E-03     14     14     14   47.521   0.163
     2 15  392.049  392.018    44.1187  -0.23505E-03     15     15     15   47.485   0.164
     2 16  417.224  417.167    44.0224  -0.20115E-03     16     16     16   47.215   0.164
     2 17  442.436  442.474    43.9690  -0.17594E-03     17     17     17   46.582   0.161
     2 18  462.576  462.731    44.2463  -0.15967E-03     18     18     18   45.477   0.130
     2 19  473.319  473.248    44.0527  -0.15194E-03     19     19     19   45.641   0.146
     2 20  496.170  496.129    43.8545  -0.13715E-03     20     20     20   46.452   0.164
     2 21  521.642  521.642    43.8145  -0.12233E-03     21     21     21   46.683   0.165
     2 22  547.410  547.515    43.8034  -0.10863E-03     22     22     22   46.589   0.165
     2 23  572.984  573.084    43.8059  -0.96583E-04     23     23     23   46.230   0.165
     2 24  597.858  597.998    43.8552  -0.86318E-04     24     24     24   45.435   0.161
     2 25  613.205  613.236    44.2992  -0.80721E-04     25     25     25   44.621   0.142
     2 26  628.516  628.547    43.8729  -0.75724E-04     26     26     26   45.261   0.162
     2 27  653.318  653.380    43.8516  -0.68753E-04     27     27     27   45.786   0.165
     2 28  679.093  679.212    43.8774  -0.62780E-04     28     28     28   45.868   0.166
     2 29  705.106  705.305    43.9139  -0.57838E-04     29     29     29   45.666   0.166
     2 30  730.400  730.559    43.9718  -0.53735E-04     30     30     30   45.162   0.165
     2 31  752.092  752.161    44.1550  -0.50608E-04     31     31     31   44.384   0.158
     2 32  766.494  766.459    44.2126  -0.48678E-04     32     32     32   44.236   0.157
     2 33  787.295  787.444    44.0633  -0.46029E-04     33     33     33   44.744   0.164
     2 34  811.936  812.098    44.0857  -0.43085E-04     34     34     34   44.957   0.165
     2 34  836.592  836.692    44.1331  -0.40332E-04     35     35     34   44.908   0.165
     2 36  860.796  860.871    44.1805  -0.37815E-04     36     38     36   44.715   0.165
     2 36  884.180  884.199    44.2396  -0.35597E-04     37     37     36   44.408   0.164
     2 35  905.923  905.894    44.3174  -0.33713E-04     38     38     35   44.047   0.163
     2 37  925.066  925.113    44.4092  -0.32196E-04     39     39     37   43.820   0.161
     2 39  943.888  943.925    44.3746  -0.30828E-04     40     40     39   43.997   0.163
     2 39  966.439  966.431    44.3438  -0.29322E-04     41     41     39   44.341   0.165
     2 39  991.038  990.975    44.3593  -0.27826E-04     42     42     39   44.534   0.166
     2 38 1016.516 1016.463    44.3891  -0.26395E-04     43     45     38   44.528   0.166
     2 39 1042.282 1042.328    44.4372  -0.25039E-04     44     44     39   44.248   0.166
     2 41 1066.028 1066.117    44.5733  -0.23867E-04     45     45     41   43.572   0.163
     2 40 1080.778 1080.759    44.7830  -0.23171E-04     46     46     40   43.244   0.161
     2 41 1099.975 1099.908    44.5430  -0.22303E-04     47     47     41   43.894   0.165
     2 41 1125.525 1125.540    44.5425  -0.21223E-04     48     48     41   44.354   0.166
     2 42 1152.031 1152.095    44.5787  -0.20188E-04     49     49     42   44.450   0.166
     2 41 1178.521 1178.560    44.6228  -0.19248E-04     50     50     41   44.265   0.166
     2 43 1204.450 1204.529    44.6900  -0.18409E-04     51     51     43   43.713   0.166
     2 43 1223.896 1223.940    45.0478  -0.17824E-04     52     52     43   42.871   0.161
     2 43 1237.524 1237.530    44.8063  -0.17433E-04     53     53     43   43.214   0.164
     2 43 1261.915 1261.947    44.7491  -0.16764E-04     54     54     43   43.898   0.166
     2 43 1288.225 1288.283    44.7826  -0.16076E-04     55     55     43   44.115   0.166
     2 43 1314.802 1314.926    44.8242  -0.15412E-04     56     56     43   44.035   0.166
     2 43 1340.913 1341.024    44.8752  -0.14784E-04     57     57     43   43.663   0.166
     2 44 1364.454 1364.503    45.0039  -0.14242E-04     58     58     44   42.939   0.165
     2 43 1379.415 1379.370    45.1879  -0.13912E-04     59     59     43   42.622   0.163
     2 44 1398.947 1399.019    44.9675  -0.13499E-04     60     60     44   43.189   0.166
     2 44 1424.026 1424.135    44.9637  -0.13000E-04     61     61     44   43.554   0.166
     2 44 1449.680 1449.749    45.0156  -0.12526E-04     62     62     44   43.608   0.166
     2 44 1475.128 1475.197    45.0952  -0.12088E-04     63     63     44   43.451   0.166
