          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  10343 K
     model number =   28   age (yrs) =  3.02724E+08   l/l sun =  3.66595E-03
     number of points in model = 423   r/r sun =  1.90263E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0280        77.4079        0.1458
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  1  108.482  109.456    45.1269  -0.45736E+00      1      1      1   50.810   0.470
     1  2  227.218  229.258    46.7603  -0.54207E+00      2      2      2   49.893   0.470
     1  3  284.818  285.775    46.1951  -0.49362E+00      3      3      3   49.606   0.478
     1  4  343.928  344.149    45.8165  -0.30107E+00      4      4      4   49.257   0.480
     1  5  404.564  403.997    45.7906  -0.15330E-01      5      5      5   48.488   0.454
     1  6  452.061  452.352    45.9075   0.61606E-01      6      6      6   47.626   0.372
     1  7  495.733  496.288    45.2676   0.15331E-01      7      7      7   47.884   0.465
     1  8  552.929  553.327    44.7191  -0.53155E-01      8      8      8   48.015   0.486
     1  9  606.945  606.965    44.4955  -0.59001E-01      9      9      9   47.772   0.487
     1 10  663.317  662.612    44.4852  -0.28110E-01     10     10     10   47.191   0.474
     1 11  708.286  708.137    44.3697  -0.14564E-01     11     11     11   46.877   0.467
     1 12  753.872  754.377    44.0542  -0.87101E-02     12     12     12   47.065   0.484
     1 13  807.661  807.829    43.8550   0.25601E-02     13     13     13   47.209   0.492
     1 14  865.317  864.806    43.7766   0.13467E-01     14     14     14   47.041   0.492
     1 15  920.043  919.504    43.6904   0.20966E-01     15     15     15   46.700   0.489
     1 16  966.816  966.790    43.6451   0.19062E-01     16     16     16   46.421   0.485
     1 17 1012.869 1013.176    43.5046   0.98260E-02     17     17     17   46.486   0.490
     1 18 1066.549 1066.655    43.3910  -0.11138E-02     18     18     18   46.598   0.494
     1 19 1122.329 1122.036    43.3247  -0.12452E-01     19     19     19   46.522   0.495
     1 19 1176.762 1176.055    43.2969  -0.20669E-01     20     20     19   46.279   0.494
     1 19 1226.112 1225.804    43.3105  -0.23189E-01     21     21     19   46.032   0.493
     1 21 1273.591 1273.913    43.2557  -0.19213E-01     22     22     21   46.026   0.494
     1 23 1325.439 1325.481    43.2101  -0.44965E-02     23     23     23   46.125   0.496
     1 23 1380.328 1379.999    43.1968   0.16144E-01     24     24     23   46.137   0.497
     2  1   63.294   63.810    46.8669  -0.62641E-01      1      1      1   50.833   0.140
     2  2  132.181  133.061    46.6213  -0.70646E-02      2      2      2   50.269   0.137
     2  3  165.281  165.431    46.1501  -0.43803E-02      3      3      3   49.997   0.145
     2  4  199.729  199.572    45.7908  -0.36150E-02      4      4      4   49.546   0.150
     2  5  236.998  236.894    45.7349  -0.30275E-02      5      5      5   48.805   0.149
     2  6  278.081  277.855    45.3704  -0.21479E-02      6      6      6   47.913   0.140
     2  7  307.438  307.149    45.0510  -0.15874E-02      7      7      7   47.060   0.107
     2  8  328.305  328.502    44.7386  -0.12790E-02      8      8      8   46.911   0.123
     2  9  355.762  355.913    44.4938  -0.98784E-03      9      9      9   47.088   0.151
     2 10  391.344  391.219    44.3556  -0.74925E-03     10     10     10   46.949   0.156
     2 11  425.216  424.975    44.0986  -0.59624E-03     11     11     11   46.592   0.155
     2 12  454.391  454.064    43.9871  -0.49864E-03     12     12     12   46.076   0.147
     2 13  478.848  478.828    43.9352  -0.43555E-03     13     13     13   45.844   0.146
     2 14  507.818  507.929    43.7661  -0.37651E-03     14     14     14   45.962   0.156
     2 15  540.262  540.332    43.6063  -0.32482E-03     15     15     15   45.980   0.160
     2 16  572.897  572.667    43.4952  -0.28290E-03     16     16     16   45.767   0.160
     2 17  603.405  602.927    43.4676  -0.25003E-03     17     17     17   45.385   0.157
     2 18  630.463  630.369    43.4384  -0.22521E-03     18     18     18   45.148   0.156
     2 19  658.241  658.429    43.3422  -0.20320E-03     19     19     19   45.180   0.159
     2 20  689.221  689.259    43.2593  -0.18216E-03     20     20     20   45.238   0.162
     2 21  721.505  721.343    43.2234  -0.16357E-03     21     21     21   45.121   0.162
     2 22  752.404  751.924    43.2279  -0.14851E-03     22     22     22   44.868   0.161
     2 23  781.239  780.947    43.2530  -0.13652E-03     23     23     23   44.637   0.160
     2 24  809.301  809.506    43.2405  -0.12636E-03     24     24     24   44.588   0.161
     2 25  839.686  839.805    43.2112  -0.11670E-03     25     25     25   44.631   0.163
     2 25  871.333  871.101    43.2233  -0.10784E-03     26     26     25   44.573   0.163
     2 27  902.809  902.398    43.2521  -0.99916E-04     27     27     27   44.417   0.163
     2 28  932.996  932.649    43.2978  -0.93056E-04     28     28     28   44.228   0.163
     2 28  962.157  962.221    43.3169  -0.87016E-04     29     29     28   44.140   0.163
     2 29  992.349  992.554    43.3310  -0.81286E-04     30     30     29   44.124   0.164
     2 29 1023.466 1023.297    43.3511  -0.75960E-04     31     31     29   44.096   0.164
     2 30 1055.028 1054.536    43.3857  -0.71109E-04     32     32     30   44.008   0.164
     2 31 1085.911 1085.599    43.4274  -0.66839E-04     33     33     31   43.885   0.164
     2 32 1116.459 1116.513    43.4625  -0.63053E-04     34     34     32   43.781   0.164
     2 33 1146.727 1146.868    43.4962  -0.59646E-04     35     35     33   43.709   0.164
     2 33 1177.379 1177.280    43.5213  -0.56483E-04     36     36     33   43.674   0.164
     2 34 1208.421 1208.005    43.5526  -0.53533E-04     37     37     34   43.638   0.165
     2 34 1239.898 1239.501    43.5813  -0.50742E-04     38     38     34   43.588   0.165
     2 35 1271.424 1271.443    43.6246  -0.48127E-04     39     39     35   43.486   0.165
     2 35 1302.241 1302.468    43.6709  -0.45743E-04     40     40     35   43.368   0.165
     2 36 1332.343 1332.214    43.7111  -0.43572E-04     41     41     36   43.295   0.165
     2 36 1362.764 1362.336    43.7278  -0.41534E-04     42     42     36   43.307   0.165
     2 37 1394.590 1394.278    43.7546  -0.39573E-04     43     43     37   43.317   0.165
     2 37 1426.935 1426.865    43.7865  -0.37740E-04     44     44     37   43.241   0.165
     2 37 1458.488 1458.671    43.8426  -0.36090E-04     45     45     37   43.079   0.165
     2 38 1488.099 1488.085    43.9089  -0.34650E-04     46     46     38   42.961   0.165
