          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  10343 K
     model number =   28   age (yrs) =  3.32256E+08   l/l sun =  3.08063E-03
     number of points in model = 423   r/r sun =  1.74414E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0318        92.4433        0.1661
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  1  170.174  170.046    46.5489  -0.12780E-01      1      1      1   51.813   0.485
     1  2  301.946  302.657    46.1352   0.87205E-01      2      2      2   49.673   0.446
     1  3  345.909  344.918    45.6873  -0.24914E-01      3      3      3   49.054   0.441
     1  4  426.605  427.262    45.0919  -0.39747E-01      4      4      4   48.423   0.460
     1  5  475.121  474.371    45.2825  -0.13445E-01      5      5      5   47.452   0.368
     1  6  525.630  526.072    44.6603   0.51780E-02      6      6      6   47.677   0.460
     1  7  590.145  590.044    44.2988   0.64392E-02      7      7      7   47.694   0.479
     1  8  655.651  655.271    44.0767  -0.33332E-04      8      8      8   47.396   0.478
     1  9  717.315  716.675    43.9681  -0.62169E-03      9      9      9   46.899   0.466
     1 10  765.720  765.781    43.8338   0.99914E-03     10     10     10   46.771   0.471
     1 11  827.371  827.643    43.6039   0.12197E-02     11     11     11   46.927   0.487
     1 12  893.402  893.440    43.4720  -0.64072E-03     12     12     12   46.827   0.489
     1 13  956.581  955.869    43.4051  -0.14307E-02     13     13     13   46.543   0.487
     1 14 1014.054 1013.521    43.3851  -0.85283E-03     14     14     14   46.270   0.484
     1 15 1068.356 1068.536    43.3077  -0.24462E-03     15     15     15   46.263   0.488
     1 16 1131.017 1131.400    43.2102  -0.12360E-03     16     16     16   46.379   0.493
     1 17 1197.894 1197.628    43.1885  -0.17190E-03     17     17     17   46.274   0.493
     1 18 1260.636 1259.756    43.2479  -0.26763E-04     18     18     18   45.967   0.491
     1 19 1316.001 1315.669    43.2867   0.78380E-04     19     19     19   45.814   0.490
     1 20 1375.348 1375.588    43.2454   0.46522E-04     20     20     20   45.916   0.494
     1 21 1441.642 1441.854    43.2520  -0.79140E-04     21     21     21   45.943   0.495
     2  1   98.409   98.329    46.6001  -0.31456E-01      1      1      1   51.522   0.152
     2  2  176.312  176.987    46.0956  -0.73435E-02      2      2      2   49.572   0.129
     2  3  203.217  202.634    45.7473  -0.52336E-02      3      3      3   48.994   0.120
     2  4  249.228  249.859    45.0184  -0.31623E-02      4      4      4   48.797   0.149
     2  5  292.780  292.213    44.7740  -0.19518E-02      5      5      5   47.737   0.131
     2  6  324.228  324.031    44.5795  -0.13918E-02      6      6      6   46.989   0.103
     2  7  352.058  352.080    44.3125  -0.10705E-02      7      7      7   46.810   0.124
     2  8  386.779  386.978    44.0338  -0.81611E-03      8      8      8   46.847   0.148
     2  9  426.410  426.398    43.7803  -0.62266E-03      9      9      9   46.682   0.153
     2 10  463.797  463.317    43.7096  -0.48910E-03     10     10     10   46.153   0.146
     2 11  494.876  494.631    43.6437  -0.40856E-03     11     11     11   45.810   0.142
     2 12  527.216  527.455    43.4725  -0.34852E-03     12     12     12   45.805   0.152
     2 13  563.644  563.809    43.3501  -0.29813E-03     13     13     13   45.792   0.157
     2 14  601.523  601.379    43.2688  -0.25538E-03     14     14     14   45.617   0.158
     2 15  637.965  637.529    43.2772  -0.22128E-03     15     15     15   45.248   0.155
     2 16  669.516  669.443    43.2945  -0.19725E-03     16     16     16   45.016   0.154
     2 17  702.969  703.139    43.2085  -0.17613E-03     17     17     17   45.086   0.159
     2 18  741.102  741.255    43.1880  -0.15577E-03     18     18     18   45.077   0.161
     2 19  779.433  779.202    43.2304  -0.13850E-03     19     19     19   44.836   0.161
     2 20  814.327  813.871    43.3147  -0.12529E-03     20     20     20   44.531   0.159
     2 21  847.051  847.077    43.3239  -0.11475E-03     21     21     21   44.461   0.160
     2 22  883.310  883.524    43.3117  -0.10472E-03     22     22     22   44.521   0.162
     2 23  922.048  922.154    43.3484  -0.95475E-04     23     23     23   44.446   0.163
     2 24  959.890  959.478    43.4224  -0.87558E-04     24     24     24   44.210   0.162
     2 25  994.509  994.170    43.5053  -0.81125E-04     25     25     25   43.996   0.161
     2 26 1028.648 1028.857    43.5103  -0.75426E-04     26     26     26   44.005   0.163
     2 27 1066.567 1066.745    43.5185  -0.69724E-04     27     27     27   44.057   0.164
     2 28 1106.000 1105.932    43.5737  -0.64426E-04     28     28     28   43.926   0.164
     2 29 1142.756 1142.273    43.6698  -0.60041E-04     29     29     29   43.675   0.163
     2 30 1176.660 1176.557    43.7160  -0.56421E-04     30     30     30   43.584   0.163
     2 31 1213.158 1213.435    43.7132  -0.52911E-04     31     31     31   43.654   0.164
     2 32 1252.272 1252.363    43.7530  -0.49528E-04     32     32     32   43.623   0.164
     2 33 1290.710 1290.484    43.8245  -0.46525E-04     33     33     33   43.443   0.164
     2 34 1326.288 1325.877    43.9028  -0.43968E-04     34     34     34   43.266   0.164
     2 35 1361.305 1361.421    43.9245  -0.41634E-04     35     35     35   43.263   0.164
     2 36 1399.162 1399.442    43.9361  -0.39302E-04     36     36     36   43.317   0.165
     2 37 1438.587 1438.537    43.9871  -0.37067E-04     37     37     37   43.232   0.165
     2 38 1476.131 1475.750    44.0703  -0.35112E-04     38     38     38   43.029   0.164
