          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  10501 K
     model number =   31   age (yrs) =  4.03740E+08   l/l sun =  2.37753E-03
     number of points in model = 431   r/r sun =  1.48647E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0500        58.3689        0.2558
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  1   76.086   76.289    45.5317  -0.33175E+00      1      1      1   51.588   0.467
     1  2  158.753  160.423    47.2138  -0.57343E+00      2      2      2   50.460   0.473
     1  3  207.405  208.109    46.8386  -0.58660E+00      3      3      3   50.181   0.479
     1  4  255.191  255.855    46.4994  -0.43065E+00      4      4      4   49.869   0.483
     1  5  302.311  302.341    46.0021  -0.11321E+00      5      5      5   49.841   0.483
     1  6  346.593  346.575    45.6905   0.92942E-01      6      6      6   49.411   0.481
     1  7  391.099  391.182    45.3851   0.68181E-01      7      7      7   48.607   0.465
     1  8  425.081  424.942    45.3675   0.17097E-01      8      8      8   47.713   0.395
     1  9  452.072  452.279    45.1071  -0.42591E-02      9      9      9   47.682   0.437
     1 10  490.191  490.315    44.7726  -0.11061E-01     10     10     10   48.013   0.482
     1 11  532.572  532.666    44.5555  -0.10079E-01     11     11     11   48.058   0.489
     1 12  575.318  575.222    44.3864  -0.66382E-02     12     12     12   47.863   0.489
     1 13  616.208  615.939    44.2975  -0.51367E-02     13     13     13   47.458   0.484
     1 14  652.630  652.437    44.2640  -0.49790E-02     14     14     14   47.039   0.473
     1 15  685.049  685.153    44.1920  -0.36054E-02     15     15     15   46.930   0.475
     1 16  721.454  721.543    44.0477  -0.19663E-02     16     16     16   47.119   0.488
     1 17  762.577  762.640    43.9575   0.19094E-03     17     17     17   47.232   0.493
     1 18  804.829  804.846    43.9107   0.27126E-02     18     18     18   47.151   0.494
     1 19  846.098  845.839    43.8846   0.31842E-02     19     19     19   46.929   0.492
     1 20  885.195  884.831    43.8951   0.26045E-02     20     20     20   46.623   0.489
     1 21  920.473  920.404    43.9192   0.18481E-02     21     21     21   46.425   0.487
     1 22  956.307  956.498    43.8708   0.86349E-03     22     22     22   46.499   0.491
     1 23  996.254  996.319    43.8426   0.12104E-03     23     23     23   46.620   0.495
     1 24 1037.879 1037.822    43.8451  -0.39503E-03     24     24     24   46.628   0.496
     1 25 1079.815 1079.632    43.8627  -0.11542E-02     25     25     25   46.516   0.496
     1 26 1120.589 1120.209    43.9101  -0.15251E-02     26     26     26   46.292   0.494
     1 27 1158.475 1158.204    43.9710  -0.14255E-02     27     27     27   46.083   0.493
     1 28 1195.299 1195.396    43.9899  -0.11210E-02     28     28     28   46.048   0.494
     1 28 1234.225 1234.354    43.9912  -0.45629E-03     29     29     28   46.132   0.496
     1 29 1275.399 1275.299    44.0050   0.19863E-03     30     30     29   46.194   0.497
     1 30 1317.597 1317.393    44.0400   0.48585E-03     31     31     30   46.151   0.497
     1 30 1359.207 1358.940    44.0916   0.76116E-03     32     32     30   46.008   0.497
     1 31 1399.112 1398.772    44.1494   0.76951E-03     33     33     31   45.834   0.496
     1 31 1437.396 1437.230    44.1969   0.62235E-03     34     34     31   45.733   0.496
     1 32 1476.018 1476.090    44.2153   0.47655E-03     35     35     32   45.756   0.496
     2  2   92.203   93.040    47.4324  -0.64721E-02      2      2      2   50.883   0.141
     2  3  120.201  120.387    46.8328  -0.28795E-02      3      3      3   50.695   0.146
     2  4  148.001  148.167    46.5149  -0.23978E-02      4      4      4   50.184   0.151
     2  5  175.260  175.281    45.9768  -0.22700E-02      5      5      5   49.895   0.154
     2  6  201.240  201.257    45.6666  -0.18680E-02      6      6      6   49.465   0.155
     2  7  228.051  228.132    45.3146  -0.13562E-02      7      7      7   49.025   0.155
     2  8  253.567  253.556    45.0640  -0.96100E-03      8      8      8   48.437   0.152
     2  9  277.986  277.860    44.8313  -0.70826E-03      9      9      9   47.765   0.143
     2 10  298.875  298.730    44.7577  -0.56260E-03     10     10     10   47.043   0.114
     2 11  315.720  315.801    44.6265  -0.47441E-03     11     11     11   46.848   0.121
     2 12  336.734  336.821    44.3793  -0.38985E-03     12     12     12   47.055   0.151
     2 13  360.812  360.842    44.2410  -0.31718E-03     13     13     13   47.071   0.158
     2 14  385.194  385.187    44.1315  -0.26172E-03     14     14     14   46.901   0.159
     2 15  409.332  409.183    44.0538  -0.22035E-03     15     15     15   46.573   0.157
     2 16  431.829  431.622    44.0403  -0.19040E-03     16     16     16   46.130   0.150
     2 17  451.450  451.448    44.0345  -0.16938E-03     17     17     17   45.863   0.147
     2 18  471.902  472.051    43.9399  -0.15140E-03     18     18     18   45.917   0.155
     2 19  494.746  494.779    43.8728  -0.13472E-03     19     19     19   46.008   0.160
     2 20  518.806  518.782    43.8364  -0.12003E-03     20     20     20   45.985   0.162
     2 21  543.183  543.130    43.8326  -0.10751E-03     21     21     21   45.805   0.161
     2 22  566.605  566.430    43.8621  -0.97190E-04     22     22     22   45.502   0.160
     2 23  588.251  588.116    43.9016  -0.88922E-04     23     23     23   45.229   0.157
     2 24  609.011  609.078    43.9093  -0.81952E-04     24     24     24   45.142   0.158
     2 25  630.994  631.099    43.8887  -0.75392E-04     25     25     25   45.216   0.161
     2 26  654.757  654.759    43.8932  -0.69130E-04     26     26     26   45.260   0.163
     2 27  679.156  679.105    43.9270  -0.63497E-04     27     27     27   45.177   0.163
     2 27  703.208  703.089    43.9704  -0.58616E-04     28     28     27   44.990   0.163
     2 29  726.281  726.091    44.0245  -0.54497E-04     29     29     29   44.758   0.162
     2 29  748.027  747.961    44.0739  -0.51039E-04     30     30     29   44.601   0.161
     2 30  769.916  770.031    44.0860  -0.47893E-04     31     31     30   44.603   0.162
     2 30  793.203  793.303    44.1011  -0.44878E-04     32     32     30   44.652   0.164
     2 31  817.346  817.284    44.1323  -0.42051E-04     33     33     31   44.638   0.164
     2 31  841.659  841.500    44.1745  -0.39464E-04     34     34     31   44.535   0.164
     2 32  865.442  865.287    44.2275  -0.37164E-04     35     35     32   44.363   0.164
     2 33  888.207  888.121    44.2802  -0.35130E-04     36     36     33   44.201   0.163
     2 33  910.496  910.533    44.3154  -0.33287E-04     37     37     33   44.134   0.163
     2 34  933.388  933.481    44.3363  -0.31539E-04     38     38     34   44.148   0.164
     2 34  957.152  957.176    44.3584  -0.29859E-04     39     39     34   44.163   0.165
     2 34  981.330  981.197    44.3936  -0.28294E-04     40     40     34   44.120   0.165
     2 35 1005.376 1005.176    44.4392  -0.26862E-04     41     41     35   44.012   0.165
     2 35 1028.901 1028.804    44.4886  -0.25569E-04     42     42     35   43.877   0.164
     2 36 1051.831 1051.877    44.5322  -0.24406E-04     43     43     36   43.773   0.164
     2 36 1074.656 1074.730    44.5619  -0.23329E-04     44     44     36   43.737   0.164
     2 37 1097.974 1097.982    44.5834  -0.22306E-04     45     45     37   43.743   0.165
     2 37 1121.830 1121.771    44.6091  -0.21331E-04     46     46     37   43.736   0.165
     2 38 1145.908 1145.767    44.6572  -0.20407E-04     47     47     38   43.687   0.165
     2 38 1169.858 1169.696    44.6833  -0.19543E-04     48     48     38   43.595   0.165
     2 39 1193.411 1193.380    44.7290  -0.18743E-04     49     49     39   43.488   0.165
     2 39 1216.530 1216.638    44.7975  -0.18001E-04     50     50     39   43.407   0.165
     2 40 1239.570 1239.635    44.7587  -0.17305E-04     51     51     40   43.378   0.165
     2 40 1262.985 1262.905    44.8550  -0.16637E-04     52     52     40   43.381   0.165
     2 40 1286.892 1286.753    44.8729  -0.15995E-04     53     53     40   43.376   0.166
     2 41 1311.050 1310.931    44.8147  -0.15386E-04     54     54     41   43.334   0.165
     2 40 1335.077 1335.003    44.9885  -0.14816E-04     53     55     40   43.250   0.165
     2 41 1358.645 1358.669    44.9459  -0.14290E-04     56     56     41   43.146   0.166
     2 41 1381.708 1381.800    44.9830  -0.13805E-04     57     55     41   43.070   0.165
     2 42 1404.724 1404.729    45.0665  -0.13345E-04     56     58     42   43.056   0.166
     2 42 1428.257 1428.115    45.0406  -0.12899E-04     59     57     42   43.079   0.166
     2 42 1452.380 1452.209    45.0802  -0.12463E-04     58     58     42   43.085   0.166
     2 43 1476.729 1476.662    45.0909  -0.12044E-04     59     59     43   43.036   0.165
