          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  10501 K
     model number =   31   age (yrs) =  3.74069E+08   l/l sun =  2.91186E-03
     number of points in model = 449   r/r sun =  1.64505E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0434        39.6024        0.2197
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  3   69.479   71.207    44.6871  -0.52008E+00      2      3      3   51.458   0.481
     1  4  135.440  134.548    44.7230  -0.42232E+00      3      4      4   50.931   0.480
     1  4  157.411  158.839    47.6009  -0.38037E+00      4      4      4   51.259   0.479
     1  5  198.111  198.432    47.0905  -0.21275E+00      5      7      5   52.061   0.474
     1  6  227.574  225.994    48.4396  -0.11049E-01      7     10      6   51.032   0.492
     1  7  251.559  252.359    47.0315   0.79578E-01      7      9      7   51.881   0.489
     1  8  293.962  294.013    46.3936  -0.85534E-02      8     12      8   51.710   0.490
     1  9  312.063  310.901    46.9126  -0.46430E-01      9     11      9   50.793   0.496
     1 10  344.954  345.301    46.0341  -0.49408E-01     10     12     10   51.962   0.493
     1 11  386.907  386.717    45.7558   0.59494E-02     11     15     11   51.206   0.495
     1 12  400.746  399.698    46.2339   0.18053E-01     12     14     12   50.437   0.497
     1 13  437.138  437.594    45.3823   0.16681E-01     13     15     13   51.427   0.496
     1 14  479.962  479.856    45.2142  -0.85097E-03     14     18     14   48.408   0.491
     1 15  483.798  483.805    45.9441  -0.75104E-03     15     15     15   47.027   0.359
     1 16  492.188  491.112    45.7907   0.51601E-03     16     16     16   48.324   0.492
     1 17  527.937  528.193    44.8634   0.10732E-01     17     17     17   51.376   0.497
     1 18  571.122  570.969    44.7511  -0.20970E-02     18     22     18   50.723   0.498
     1 19  579.144  578.199    45.2211  -0.71587E-02     19     21     19   50.176   0.499
     1 19  617.504  617.694    44.4780  -0.17939E-01     20     24     19   52.142   0.498
     1 19  660.060  659.452    44.5667   0.66349E-02     21     25     19   50.495   0.499
     1 20  665.210  664.667    44.6211   0.10048E-01     22     24     20   50.413   0.499
     1 22  707.218  707.448    44.2145   0.16496E-01     23     25     22   52.090   0.498
     1 22  746.680  745.447    44.9536  -0.88614E-03     24     28     22   49.393   0.499
     1 23  752.888  752.909    44.1468  -0.21840E-02     25     27     23   50.184   0.499
     1 22  783.914  783.772    47.3605  -0.15089E-03     27     26     22   46.048   0.436
     1 24  797.161  797.167    44.0153   0.21559E-02     27     27     24   50.936   0.499
     1 23  832.677  831.343    45.4274  -0.38578E-02     28     28     23   49.654   0.500
     1 24  842.332  842.451    43.9517  -0.91349E-02     29     29     24   51.444   0.499
     1 24  887.381  887.562    43.8782  -0.21346E-01     30     32     24   52.865   0.499
     1 25  919.525  918.210    45.7018   0.30699E-02     31     33     25   50.386   0.501
     1 24  932.631  932.650    43.8316   0.16639E-01     32     36     24   52.592   0.499
     1 24  977.748  977.795    43.7895   0.24254E-01     33     35     24   53.282   0.499
     1 25 1007.070 1005.832    46.0561  -0.45077E-02     34     36     25   50.250   0.498
     1 25 1023.276 1023.404    43.7708  -0.15626E-01     35     37     25   52.714   0.499
     1 25 1068.610 1068.664    43.7571  -0.66745E-02     34     38     25   52.299   0.499
     1 25 1088.867 1088.501    47.4074  -0.72615E-04     37     37     25   45.466   0.467
     1 25 1095.092 1093.953    46.4668  -0.32053E-03     38     38     25   48.231   0.502
     1 26 1114.432 1114.500    43.7523  -0.88554E-02     39     39     26   52.482   0.499
     1 25 1160.046 1160.161    43.7587  -0.22725E-01     40     40     25   53.608   0.499
     1 25 1183.309 1182.279    46.6518   0.44847E-02     41     41     25   50.571   0.498
     1 26 1205.893 1205.908    43.7691   0.45699E-01     40     42     26   54.136   0.499
     1 25 1251.897 1251.933    43.7974   0.45138E-01     41     43     25   54.285   0.500
     1 24 1271.675 1270.749    46.8314  -0.35372E-02     42     44     24   50.808   0.500
     1 24 1297.948 1298.111    43.8221  -0.49789E-01     43     45     24   54.437   0.500
     1 25 1344.363 1344.441    43.8412  -0.20528E-01     42     46     25   53.838   0.500
     1 25 1360.158 1359.328    47.2680   0.19423E-02     43     47     25   50.062   0.500
     1 24 1390.550 1390.525    43.8524   0.42460E-02     44     48     24   52.375   0.500
     1 24 1437.047 1437.137    43.8792  -0.16891E-01     46     48     24   53.833   0.499
     1 25 1448.629 1447.881    47.3847   0.18999E-02     47     49     25   50.548   0.499
     2  4   78.743   77.557    45.2036   0.82136E-01      3      4      4   50.934   0.147
     2  4   91.355   91.858    47.7922   0.68843E-01      5      4      4   51.205   0.146
     2  5  114.783  114.948    47.7631   0.23782E-01      5      5      5   51.790   0.141
     2  6  131.714  130.802    50.3471  -0.24889E-02      7      6      6   50.554   0.159
     2  7  145.522  145.978    46.9708  -0.10677E-01      7      9      7   51.351   0.156
     2  8  169.960  169.989    46.4050  -0.12310E-02      8     12      8   51.344   0.157
     2  9  180.376  179.680    46.6648   0.44142E-02      9     11      9   50.506   0.163
     2 10  199.355  199.553    46.0253   0.62010E-02     10     14     10   51.779   0.160
     2 11  223.549  223.439    45.7552  -0.25353E-02     11     15     11   51.148   0.162
     2 12  231.522  230.901    46.2185  -0.48772E-02     12     14     12   50.451   0.164
     2 13  252.532  252.794    45.3833  -0.58765E-02     13     15     13   51.802   0.162
     2 14  277.360  277.332    45.1881  -0.31129E-03     14     18     14   50.769   0.163
     2 15  283.964  283.329    45.7409   0.89845E-03     15     17     15   49.963   0.165
     2 16  304.921  305.068    44.8630   0.14477E-02     16     18     16   51.279   0.164
     2 17  329.823  329.725    44.7546  -0.47137E-03     17     21     17   49.420   0.164
     2 18  334.386  333.843    45.2085  -0.59434E-03     18     20     18   48.625   0.165
     2 18  350.894  350.882    47.5567  -0.33671E-03     19     19     18   45.802   0.059
     2 19  356.616  356.725    44.4778  -0.17114E-03     20     20     19   49.483   0.165
     2 19  381.175  380.818    44.5678  -0.57823E-03     21     23     19   49.172   0.165
     2 20  384.143  383.822    44.6200  -0.75393E-03     22     22     20   49.170   0.166
     2 22  408.398  408.531    44.2143  -0.16581E-02     23     25     22   51.393   0.165
     2 22  431.168  430.448    44.9563  -0.10265E-03     24     30     22   49.344   0.166
     2 23  434.759  434.770    44.1464   0.20556E-03     25     29     23   50.290   0.165
     2 23  460.317  460.320    44.0152   0.80036E-03     26     28     23   51.658   0.165
     2 22  480.783  479.998    45.4327  -0.52818E-03     27     29     22   49.065   0.166
     2 23  486.391  486.460    43.9513  -0.82575E-03     28     30     23   50.635   0.166
     2 23  512.398  512.502    43.8781  -0.56704E-03     29     31     23   50.941   0.166
     2 24  538.519  538.530    43.8315  -0.22481E-03     32     32     24   49.744   0.166
     2 24  564.565  564.592    43.7895  -0.80987E-03     33     35     24   51.686   0.166
     2 25  581.469  580.743    46.0580   0.14615E-03     34     36     25   49.114   0.164
     2 25  590.848  590.922    43.7707   0.98303E-03     35     37     25   51.830   0.166
     2 25  617.019  617.050    43.7572   0.13945E-02     34     40     25   52.444   0.166
     2 24  632.275  631.607    46.4496  -0.23614E-03     37     41     24   49.346   0.168
     2 25  643.472  643.512    43.7523  -0.14086E-02     38     42     25   52.313   0.166
     2 24  669.805  669.872    43.7587  -0.99120E-03     39     39     24   52.283   0.166
     2 24  683.212  682.608    46.6527   0.42135E-04     40     40     24   48.711   0.165
     2 25  696.273  696.282    43.7691   0.38397E-03     39     41     25   51.555   0.166
     2 26  709.658  709.642    43.7933  -0.57894E-04     40     41     26   43.881   0.141
     2 25  722.832  722.853    43.7975  -0.43617E-03     41     41     25   51.597   0.166
     2 24  734.229  733.687    46.8311   0.14249E-05     42     40     24   48.703   0.167
     2 25  749.418  749.512    43.8221   0.14336E-02     43     45     25   52.835   0.166
     2 25  776.214  776.259    43.8412   0.13200E-02     42     46     25   52.945   0.166
     2 25  785.313  784.826    47.2672  -0.25083E-03     43     47     25   49.496   0.167
     2 24  802.879  802.864    43.8524  -0.33828E-02     44     50     24   53.623   0.166
     2 23  829.722  829.775    43.8793  -0.12272E-02     45     51     23   52.958   0.166
     2 24  836.390  835.951    47.3831   0.49035E-04     46     50     24   49.383   0.166
     2 23  856.539  856.617    43.9627   0.21175E-02     47     49     23   53.421   0.166
     2 24  883.409  883.424    44.0552   0.42566E-04     48     50     24   50.736   0.166
     2 25  910.420  910.447    44.0927   0.21252E-02     49     49     25   53.566   0.167
     2 25  964.406  964.425    44.0184  -0.70242E-02     52     50     25   54.634   0.167
     2 26 1018.488 1018.561    44.1742   0.79612E-02     51     51     26   54.754   0.167
     2 26 1040.599 1040.284    48.7545  -0.69695E-04     50     52     26   49.150   0.167
     2 26 1045.572 1045.613    44.1486  -0.11665E-02     51     55     26   53.119   0.167
     2 27 1063.817 1063.752    40.7322  -0.24115E-04     52     53     27   42.829   0.155
     2 27 1072.638 1072.623    44.1841   0.18273E-02     53     51     27   53.599   0.166
     2 27 1091.482 1091.186    49.3156  -0.13953E-03     51     54     27   49.390   0.165
     2 27 1099.816 1099.854    44.2905  -0.54463E-02     51     55     27   54.458   0.166
     2 26 1126.910 1126.985    44.3007  -0.14796E-01     50     56     26   55.434   0.167
     2 27 1142.344 1142.062    48.4098   0.10004E-03     54     55     27   50.118   0.165
     2 27 1154.152 1154.167    44.3034   0.14435E-01     50     56     27   55.400   0.166
     2 27 1181.292 1181.294    44.4013   0.14599E-01     51     55     27   55.410   0.166
     2 28 1193.177 1192.907    47.6322  -0.20756E-03     55     58     28   49.933   0.164
