          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  10343 K
     model number =   28   age (yrs) =  3.42239E+08   l/l sun =  2.92689E-03
     number of points in model = 422   r/r sun =  1.70003E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0332        96.7289        0.1726
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  1  219.891  220.372    46.0236  -0.39090E+00      1      1      1   50.749   0.480
     1  2  289.285  288.138    45.9369  -0.33537E-01      2      2      2   49.784   0.455
     1  3  352.263  350.043    45.9957  -0.60749E-01      3      3      3   48.864   0.430
     1  4  458.765  459.078    44.9643  -0.14168E-01      4      4      4   47.795   0.413
     1  5  487.722  488.006    44.6411  -0.79908E-02      5      5      5   47.570   0.415
     1  6  543.119  542.998    44.6791  -0.12997E-02      6      6      6   47.516   0.455
     1  7  623.077  624.098    44.0388   0.35418E-02      7      7      7   47.670   0.483
     1  8  683.438  682.673    43.9192   0.20121E-02      8      8      8   47.176   0.474
     1  9  743.472  743.083    43.8813   0.10023E-03      9      9      9   46.739   0.463
     1 10  795.881  796.568    43.6312   0.27760E-03     10     10     10   46.809   0.479
     1 11  864.809  865.031    43.4820   0.24837E-03     11     11     11   46.835   0.487
     1 12  930.159  929.949    43.3307  -0.96641E-03     12     12     12   46.716   0.489
     1 13  995.915  995.201    43.3802  -0.10605E-02     13     13     13   46.326   0.484
     1 14 1052.320 1052.220    43.3022  -0.46070E-03     14     14     14   46.191   0.485
     1 15 1111.287 1111.829    43.2175  -0.24160E-03     15     15     15   46.289   0.491
     1 16 1181.829 1181.828    43.1814  -0.22558E-03     16     16     16   46.303   0.493
     1 17 1249.493 1248.809    43.2159   0.50083E-05     17     17     17   46.050   0.492
     1 18 1309.978 1309.437    43.3056   0.75766E-04     18     18     18   45.785   0.490
     1 19 1368.891 1369.024    43.2779   0.95373E-06     19     19     19   45.825   0.493
     1 20 1436.864 1437.251    43.2786  -0.61415E-04     20     20     20   45.897   0.495
     2  1  127.212  127.491    46.0049  -0.16983E-01      1      1      1   50.997   0.148
     2  2  168.526  167.903    45.9109  -0.86115E-02      2      2      2   49.750   0.132
     2  3  207.712  206.653    46.0339  -0.51361E-02      3      3      3   48.877   0.115
     2  4  270.945  271.853    44.6158  -0.24247E-02      4      4      4   48.520   0.149
     2  5  299.371  298.464    44.6404  -0.17972E-02      5      5      5   47.577   0.123
     2  6  338.087  338.074    44.6302  -0.12406E-02      6      6      6   46.764   0.092
     2  7  367.164  367.835    43.9953  -0.95969E-03      7      7      7   46.916   0.141
     2  8  404.140  404.129    43.8598  -0.71999E-03      8      8      8   46.775   0.149
     2  9  445.936  445.960    43.6348  -0.54838E-03      9      9      9   46.490   0.152
     2 10  481.495  481.052    43.6397  -0.44438E-03     10     10     10   45.943   0.142
     2 11  514.433  514.485    43.4764  -0.37254E-03     11     11     11   45.765   0.146
     2 12  547.796  548.146    43.3497  -0.31951E-03     12     12     12   45.784   0.154
     2 13  588.866  588.907    43.2653  -0.26954E-03     13     13     13   45.708   0.158
     2 14  627.261  626.938    43.2064  -0.23126E-03     14     14     14   45.431   0.157
     2 15  662.588  662.343    43.3048  -0.20290E-03     15     15     15   45.042   0.153
     2 16  695.578  695.705    43.2327  -0.18117E-03     16     16     16   45.022   0.157
     2 17  733.670  733.952    43.1948  -0.15982E-03     17     17     17   45.076   0.161
     2 18  774.429  774.302    43.2247  -0.14082E-03     18     18     18   44.917   0.161
     2 19  812.333  811.883    43.3202  -0.12630E-03     19     19     19   44.589   0.159
     2 20  846.801  846.756    43.3624  -0.11506E-03     20     20     20   44.431   0.159
     2 21  883.163  883.411    43.3495  -0.10487E-03     21     21     21   44.477   0.162
     2 22  923.501  923.654    43.3854  -0.95255E-04     22     22     22   44.448   0.163
     2 23  963.818  963.421    43.4482  -0.86905E-04     23     23     23   44.242   0.162
     2 24 1000.582 1000.303    43.5528  -0.80160E-04     24     24     24   43.985   0.161
     2 25 1035.793 1035.968    43.5675  -0.74386E-04     25     25     25   43.968   0.162
     2 26 1075.264 1075.468    43.5704  -0.68577E-04     26     26     26   44.031   0.164
     2 27 1116.623 1116.514    43.6305  -0.63169E-04     27     27     27   43.904   0.164
     2 28 1155.068 1154.590    43.7320  -0.58732E-04     28     28     28   43.652   0.163
     2 29 1190.730 1190.768    43.7790  -0.55056E-04     29     29     29   43.562   0.163
     2 30 1228.975 1229.201    43.7822  -0.51520E-04     30     30     30   43.620   0.164
     2 31 1269.834 1269.937    43.8255  -0.48141E-04     31     31     31   43.581   0.164
     2 32 1309.975 1309.592    43.9011  -0.45132E-04     32     32     32   43.395   0.164
     2 33 1346.941 1346.672    43.9854  -0.42585E-04     33     33     33   43.224   0.164
     2 34 1383.736 1384.046    43.9983  -0.40248E-04     34     34     34   43.246   0.164
     2 35 1424.088 1424.210    44.0155  -0.37884E-04     35     35     35   43.286   0.165
     2 36 1465.301 1465.138    44.0800  -0.35670E-04     36     36     36   43.152   0.165
